id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1409812,2023-04-02,"Wrong time in Thunderbird calendar at end of daylight saving Hi, Daylight saving finished here in Melbourne this morning (Sunday April 2) at 03:00 Australian Ea",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-01 17:30:35 -0700
1409813,2023-04-02,Remove gmail from my thunderbird account Hi! I signed up for a private email service and they recommended I access it thru thunderbird. To sign up for thunderbi,❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-01 17:55:37 -0700
1409815,2023-04-02,Can Thunderbird act as an email server? Hi. I've known for some time that Thunderbird is an email client.  But does it have any capability to act as an email se,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-01 18:19:48 -0700
1409818,2023-04-02,Why do some of my sent emails go directly to all mail? Why do some of my sent emails go directly to all mail? eg I can send two emails successively and one will,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-01 21:48:46 -0700
1409820,2023-04-02,"ImportExportTools NG Help Please Hi; I am using the latest ver of TB 102.9.1 and latest ImportExportTools NG. I have multiple email accounts , 11 at the moment,",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-01 22:27:21 -0700
1409822,2023-04-02,WHY ARE NO HELP FILES BUILT IN TO TBIRD ??? I'm puzzled that there are no help files other than a menu search built into the app (on MacOS in my case). Surely t,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-02 00:13:21 -0700
1409823,2023-04-02,"SoGo CalDAV calendars do not show up in Accept Invitation dialog Hi! I recently moved my calendars to a SOGo instance, and added those to Thunderbird via CalDAV",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-02 01:22:11 -0700
1409824,2023-04-02,"My profile disappeared!! I'm in Thunderbird, viewing messages in my inbox, and I press ""T"" to move to the next unread thread, as I always do. But it won't go. I",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-02 01:45:04 -0700
1409828,2023-04-02,Kan pludselig ikke sende mails. Hej Jeg får hele tiden et vindue hvor der står at - Afsendelse af meddelelsen mislykkedes Der opstod en fejl under afsendelsen. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-02 03:45:14 -0700
1409831,2023-04-02,Spell checker How do I prevent the Thunderbird spell checker from obscuring the email that it is checking? ,🍎;Monterey;os:macos,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-02 04:06:18 -0700
1409832,2023-04-02,Unable to remove option for Blogs & News Feeds in TB mail Please tell me how I can remove Blogs and Newsfeed from Thunderbird mail. None of the previous recomme,🐧;Ubuntu;os:linux,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,linux;desktop;customize;firefox-1110;firefox-11101;,2023-04-02 04:29:08 -0700
1409836,2023-04-02,"TB cannot find my PgP keys I have TB, Windows 10 64x and I only use Firefox as browser. I keep all up to date. I use several email accounts from different domai",🪟;Windows 10;os:win10,🔏;privacy-and-security;t:privacy_and_security,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-04-02 07:52:16 -0700
1409840,2023-04-02,Mozilla Copyright I want to display a pdf file printout of a Thunderbird Calendar page on my website - mozilla is blocking this on copyright grounds - is this n,❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-02 08:56:58 -0700
1409843,2023-04-02,How do I save emails and calendar when changing Thunderbird from POP to IMAP? How do I save emails and calendars when changing Thunderbird from POP to IMAP? I h,❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-02 09:05:24 -0700
1409844,2023-04-02,"attachments not showing up Not all email attachments are showing up with Thunderbird. Using a cell phone app, I email reports to myself generated by the app as ",❓;;os:unknown,👽;other;t:other,📨;protonmail;m:protonmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-02 09:11:21 -0700
1409847,2023-04-02,Thunderbird sending emails for new account but not receiving Thunderbird is successfully sending emails for a new email account but not receiving them for the a,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-02 09:58:56 -0700
1409853,2023-04-02,Downloaded pop email disappears now after I read it.  I only read it.  I did not delete it or mark it junk or spam. Title says it all.  This started suddenly ye,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-02 11:48:04 -0700
1409854,2023-04-02,"Using Thunderbird as storage for gmail account about to be deleted So, I just followed a very helpful YouTube video by Tasia Custode on downloading all emails i",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-02 11:51:57 -0700
1409860,2023-04-02,thunderbird freezes when downloading from gmail I have a few filters for my gmail account. It worked great but lately TB will freeze while downloading from gmai,❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-02 14:33:07 -0700
1409863,2023-04-03,how can I update an app in helper application list? word office 10 to office 2021? I need to update the app in Helper application list. Word office 2010 to word,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-02 17:19:18 -0700
1409864,2023-04-03,Can't delete folders I have two folders in my In Box that have pink icons that do not look like a folder. I can't delete them ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-02 17:20:28 -0700
1409875,2023-04-03,When i try to reply mail or write mail has image then thunderbird is closed. When i try to reply mail or write mail if mail has image then thunderbird is closed,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-03 00:26:21 -0700
1409888,2023-04-03,Thunderbird has vanised overnight Hi. I've logged onto my pc and the shortcuts to thunderbird say the program is no longer there! I cannot find the application ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-03 04:22:41 -0700
1409891,2023-04-03,Is it possible to filter messages from text in message source I would like to filter messages using text that appears only in the message source. Is it possible,❓;;os:unknown,👽;other;t:other,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 05:15:07 -0700
1409893,2023-04-03,cannot add a name to my bowls commitee list.it will not save it I am quite new to Thunderbirds. I have been able to set up my contacts for bowls members ok. I h,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 05:28:20 -0700
1409901,2023-04-03,"Set default program for ics attachements. Hello, so I keep getting emails with calendar invites. 1. Those are probably ICS files 2. Those files aren't shown as ",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-03 07:17:15 -0700
1409903,2023-04-03,email downloads freeeze with task/event reminder The process of downloading a large number of new emails in the morning is interrupted (frozen) by any Event/Tas,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-03 07:47:14 -0700
1409908,2023-04-03,cell phone Good morning: I need to be able to download Thunderbird (I have my emails with you)to my cell phone.  I am going to be out of Province this summer an,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-03 08:30:22 -0700
1409911,2023-04-03,"Use third party calendar application Hello, all I wanna be able to do is accept an invite to an event and choose the calendar I wanna store it. I use the google",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-03 08:37:36 -0700
1409912,2023-04-03,"fetching of emails from free.de doesn`t work anymore Hi,  I use thunderbird 102.7.1 (64-Bit) on Linux.  Since January of this year fetching of mails from my pro",🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 08:42:16 -0700
1409916,2023-04-03,Settare un nuovo account esistente di posta Non riesco a settare un account di posta.  Dopo la verifica della password mi dice che è Imposibile autenticarsi sul,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 09:26:09 -0700
1409917,2023-04-03,I can't drag and drop emails to folders on Mac Suddenly I cannot drag and drop emails from the inbox into any of my folders. Was working previously and I don't ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 10:07:21 -0700
1409919,2023-04-03,"Launching TB I am using a used HDD that has 2 accounts - each has its own APPDATA file.  One account belongs to the old computer where the HDD came from, and th",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-03 10:17:03 -0700
1409924,2023-04-03,Thunderbird message downloads My Thunderbird does not seem to want to download messages from frontier.com today.  It is using the same e-mail address and passwo,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-03 11:15:03 -0700
1409926,2023-04-03,"I keep getting a request to allow TBird to access my Google account ... It's the calendar !!!!!! There is no hint why TB is popping up the giant login screen, i",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-03 12:05:02 -0700
1409928,2023-04-03,"Blocked replies Thunderbird says  ""Replies to the thread ""Magazine Access"" will not be shown"" Why are replies blocked? How can I get access to replies? ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 12:20:57 -0700
1409930,2023-04-03,importare le cartelle locali da win live mail a thunderbird Salve ho salvato le cartelle locali di un collega che sta usando windows live mail ed ho installato ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-03 13:30:46 -0700
1409931,2023-04-03,"downloading inbox # of ### ""again...and again..."" Anybody know why TB is downloading my inbox all over ""again"".  It completes the cycle and is ok for a few days",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 13:50:14 -0700
1409936,2023-04-03,customized View I am on 112.0b5..since 112.0b3..I think..the in customizied..view addon..it doesn't work..I want to filter status of emails like read/unread..ta,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-03 14:59:53 -0700
1409937,2023-04-03,"Why is the time in Thunderbird's calendar different from the system time? Since april 2, system time (Ubuntu 20.04.02) and Thunderbird's time are not synced, bu",🐧;Ubuntu;os:linux,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-03 15:41:03 -0700
1409939,2023-04-03,Inbox folder moved on Thunderbird 102.9.0 (Linux) I have been using Thunderbird for a long time without and major problems.   Now.. my Inbox folder was moved to,🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 15:51:32 -0700
1409941,2023-04-03,"vanished emails Hello, Not sure what caused the problem. Was checking my email in @mymts.net, subsequently also proceeded to download mail in @mts.net as well. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 16:14:33 -0700
1409946,2023-04-04,"Unable to import pst files or calendar from Outlook 365 Unable to import pst files or calendar from Outlook 365, the option is grayed out? ",❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-03 17:04:13 -0700
1409950,2023-04-04,"Importing more than one Profile Info? First, the improvements made to the Import Feature are awesome!  But I still have a question.  I have several old Profiles",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-03 18:28:04 -0700
1409955,2023-04-04,"links will not open via browse with upgrade after TM upgrade links in emails do not work, won't open  all efforts to find a solution online do not work. reinsta",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 20:08:46 -0700
1409956,2023-04-04,Thunderbird Email accounts Hello.   How do you add email addresses to an existing email account. For example If you have xyz.com and you want to add admin@xyz.c,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 20:22:58 -0700
1409957,2023-04-04,Inbox empty after compacting. After compacting my Inbox all emails are gone!  Thunderbird suggested I do this.  Also said I would not lose any emails.  Folders ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 20:25:30 -0700
1409964,2023-04-04,"Restrict address book suggestions to specific address book As stated above, is there a way to do this? Ideally implemented with Thunderbird and not through an a",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-03 22:14:12 -0700
1409968,2023-04-04,Moving email from Trash to Inbox but reappears Help. I have emails going in my trash folder from my inbox. I move them back to the inbox and they come right bac,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 00:16:47 -0700
1409973,2023-04-04,"Cannot migrate profile folder Hi to all, I try to migrate TB from an old laptop to a new laptop, but I get an error copying the source profile folder to an exte",🪟;windows 10;os:win10,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-04 02:16:57 -0700
1409974,2023-04-04,Redirect shortcut Hello: What is the redirect email shortcut for thunderbird? Very thanks. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 04:11:59 -0700
1409975,2023-04-04,"How do I download spam directly from the Yahoo Mail folder? I report all spam emails that I receive at my Yahoo email addresses. As it stands, I have to manuall",❓;;os:unknown,🔩;customize;t:customize,🇾;Yahoo;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,customize;needsinfo;,2023-04-04 04:44:57 -0700
1409977,2023-04-04,"Impossibile inviare mail con account tim o alice Gentilissimi,  Da circa due giorni mi sono accorto che non riesco ad inviare mail con account alice e tim. Ho p",🪟;Win 10;os:win10,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-04 05:46:39 -0700
1409978,2023-04-04,..... ..... ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-04 05:47:53 -0700
1409980,2023-04-04,Thunderbird mail folders break permanently if trying to write to them when disk is full I have had this happen multiple times with multiple mail accounts and I',❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,fix-problems;,2023-04-04 06:06:21 -0700
1409981,2023-04-04,"server Salve, è qualche giorno che non riesco ad usare thunderbird, mi apre l'email ma mi comunica ""connessione al server .tin.it non riuscita"" e non apre nulla",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-04 06:25:00 -0700
1409985,2023-04-04,"thunderbird non invia la posta di Alice Mail ciao a tutti. improvvisamente thunderbird ha smesso di inviare la mail dai miei account Alice Mail, che hanno sempr",🪟;windows10;os:win10,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,🅰;Avast;av:avast,❓;;uc:unknown,fix-problems;needsinfo;,2023-04-04 07:25:42 -0700
1409987,2023-04-04,"email search When I go to search for an e-mail from a customer, the search stops on March 22. It does not show any e-mails in the search after March 22nd??? I h",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 07:47:29 -0700
1409992,2023-04-04,"Occasional fail on ""reply"" I host my site/email with Site5.com I've used TB for years without issue. I'm on Win10, TB version 102.9.1 (64-bit) About two months ",🪟;Win10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 08:39:13 -0700
1409993,2023-04-04,"sent items doubled with outlook account Hi, I have several outlook account, one of them (the only one) when I send an email, places the message twice in ""sent i",🪟;Windows 10;os:win10,👽;other;t:other,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 08:54:20 -0700
1409994,2023-04-04,Shared Calendar - Color Coordinate Events I have created a shared calendar to use within our company. It is used to schedule our crews as they go to the field a,❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-04 08:57:47 -0700
1409997,2023-04-04,my email account is stuck wont' send replies and now i can't see any new emails my email account is stuck wont' send replies and now i can't see any new emails ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 09:39:26 -0700
1409998,2023-04-04,"Reply-To missing from filter message headers The most effective anti-spam method is the message filter ""Isn't in my address book"". It's amazing how no other ema",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-04 09:50:10 -0700
1410003,2023-04-04,Thunderbird not allowing access to smtp I have been using thunderbird for the last couple of years since incredimail closed down. But in the last couple of days,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 11:34:17 -0700
1410010,2023-04-04,Replying to email breaks thread Not sure if this is a Thunderbird problem but I've never had it until I moved to Thunderbird. When I reply to some email address,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 12:59:34 -0700
1410012,2023-04-04,The account .net is being processed. Please wait until processing is complete to get messages. Cannot get new messages. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 14:29:11 -0700
1410014,2023-04-04,Calendar printing My system just updated to Ver 112.0b6 ( 64 bit)   and I have lost the ability to print my calendar. ,❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-04 14:57:39 -0700
1410016,2023-04-04,"Can't send out emails Using Thunderbird, when I try to send emails I get this message: ESMTP SERVER TEMPORILY NOT AVAILABLE ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-04 15:33:33 -0700
1410019,2023-04-04,"Is there a way to save my current Thunderbird configuration before making changes? I’ve been using Thunderbird for many years, but only for one Gmail account. W",❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-04 16:07:50 -0700
1410021,2023-04-04,I have downloaded TB but I don't know what to do now I have downloaded TB I don't know what to do now. I am just going around in circles ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-04 16:19:35 -0700
1410022,2023-04-04,"""get messages"" Every time I click: ""get messages"" on Thunderbird, it says: ERROR, the account anairda @gmx.com is being processed...please wait until it had bee",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 16:49:46 -0700
1410023,2023-04-05,"2nd Thunderbird I am setting up a new Computer, using Thunderbird as my Work e-Mail Program, which is synched to my Laptop. I use Outlook for personal Use. I am",❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-04 17:37:22 -0700
1410024,2023-04-05,"Can't change email text color in Thunderbird 102.9.1 Mac OS 10.15.7 As I compose outgoing messages, I want to change text colors to attract attention or add emp",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-04 17:49:07 -0700
1410031,2023-04-05,Is it safe to delete extra folders in Tbird? I have two new email accounts. After setting them up I was surprised to see there are 10 folders that got created w,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-04 19:26:37 -0700
1410033,2023-04-05,UNRELATED EMAIL STRING ATTACHED TO EVERY NEW EMAIL I SEND Every time I create a new email to ANYONE a STRING of old emails attaches itself to my new email. I ha,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-04 19:58:15 -0700
1410038,2023-04-05,display preferences change and cannot be reset when updating Thunderbird I have not been able to update Thunderbird on my PC in over a year without my display p,🪟;Windows 10;os:win10,🔩;customize;t:customize,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,customize;,2023-04-04 23:37:19 -0700
1410039,2023-04-05,"Disabling marking e-mails as read Good morning, we have couple of people using the same e-mail address. Is there a way to disable marking an e-mail as read for ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-04 23:56:57 -0700
