id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful,link
1590280,1418043,2023-07-13 04:46:44 -0700,2023-07-13 04:46:44 -0700,<p>This seems to be an OS issue of setting date correctly on the PC. </p>,davidsk,false,0,0,https://support.mozilla.org/questions/1590280
1590039,1418044,2023-07-11 17:45:33 -0700,2023-07-11 17:46:00 -0700,<p>Again. Read my question and also my reply to your question again. Thank you&nbsp;:) </p>,skape,false,0,0,https://support.mozilla.org/questions/1590039
1589944,1418044,2023-07-11 08:15:11 -0700,2023-07-11 08:15:11 -0700,<p>You didn't answer my question. Thunderbird is not aware of your alias when delivering mail. </p>,davidsk,false,0,1,https://support.mozilla.org/questions/1589944
1589942,1418044,2023-07-11 07:54:26 -0700,2023-07-11 07:54:53 -0700,"<p>It is helpful in the sense that it works. If I log that email address I used it is is flagged as ok in there. But, alas, I need and want to make it so, that when I reply to someone, I do not need to first register that email address as being ok. So. Read my first comment again, please. </p>",skape,false,0,0,https://support.mozilla.org/questions/1589942
1589916,1418044,2023-07-11 04:45:35 -0700,2023-07-11 04:45:35 -0700,<p>Is the alias defined in the 'manage identities' section? </p>,davidsk,false,0,0,https://support.mozilla.org/questions/1589916
1589917,1418046,2023-07-11 04:47:40 -0700,2023-07-11 04:47:40 -0700,<p>Your chance of getting a useful response requires that you share information on the account. Thank you. </p>,davidsk,false,0,0,https://support.mozilla.org/questions/1589917
1590040,1418049,2023-07-11 17:48:40 -0700,2023-07-11 17:48:40 -0700,"<em><p>Wayne Mery <a href=""#answer-1590033"" rel=""nofollow"">said</a></p></em> <blockquote>""Escape"" is a key commonly understood and used throughout computer software and multiple operating systems as a ""quick"", cancel, or close.  Take your pick, whichever is easiest to remember. </blockquote> <p>Can the box at least be hidden using a style sheet?  I am not able to select this element using browser toolbox because it keeps disappearing. </p>",gsrgtrdg4565653,false,0,0,https://support.mozilla.org/questions/1590040
1590033,1418049,2023-07-11 17:28:15 -0700,2023-07-11 17:28:15 -0700,"<p>""Escape"" is a key commonly understood and used throughout computer software and multiple operating systems as a ""quick"", cancel, or close.  Take your pick, whichever is easiest to remember. </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1590033
1590024,1418049,2023-07-11 16:55:52 -0700,2023-07-11 16:55:52 -0700,"<em><p>Wayne Mery <a href=""#answer-1590021"" rel=""nofollow"">said</a></p></em> <blockquote>There is no configuration tweak - it is an affordance offered to everyone when your quick filter  choice returns no results.  Hit Escape instead of Enter and you will be fine. </blockquote> <p>That involves retraining my brain.  I thought software was supposed to conform to the needs of its users, not the other way around like you suggest. </p>",gsrgtrdg4565653,false,0,0,https://support.mozilla.org/questions/1590024
1590021,1418049,2023-07-11 16:54:04 -0700,2023-07-11 16:54:04 -0700,<p>There is no configuration tweak - it is an affordance offered to everyone when your quick filter  choice returns no results. </p><p>Hit Escape instead of Enter and you will be fine. </p>,wsmwk,false,0,0,https://support.mozilla.org/questions/1590021
1590013,1418055,2023-07-11 15:36:01 -0700,2023-07-11 15:36:01 -0700,<p>E-postalarınızı kontrol edebildiğiniz bir webmail arayüzü varsa ona girmeyi deneyin. Söz konusu iletileri orada görebiliyor musunuz? </p>,maxcoder,false,0,0,https://support.mozilla.org/questions/1590013
1589888,1418056,2023-07-10 23:35:43 -0700,2023-07-10 23:35:43 -0700,<p>Hello I dont have a primary password that I can recall. I cant access my current emails as the box comes up with enter your primary password. </p>,renatamiller,false,0,0,https://support.mozilla.org/questions/1589888
1589963,1418062,2023-07-11 10:17:18 -0700,2023-07-11 10:17:18 -0700,"<p>Try this: right-click the folder in the Folder Pane, Properties, uncheck 'When getting new messages...'.  Unsubscribe the folder if you don't wish to see it in TB. </p>",sfhowes,false,0,0,https://support.mozilla.org/questions/1589963
1589961,1418065,2023-07-11 10:14:57 -0700,2023-07-11 10:14:57 -0700,"<p>According to <a href=""https://assistenza.ufficiocamerale.com/guide/configurazione-legalmail-mozilla-thunderbird.html"" rel=""nofollow"">this site</a>, the outgoing server should be <a href=""http://sendm.cert.legalmail.it"" rel=""nofollow"">sendm.cert.legalmail.it</a> on port 465, SSL/TLS security, authentication = normal password, User Name = part of address before the @. </p>",sfhowes,false,0,0,https://support.mozilla.org/questions/1589961
1589901,1418067,2023-07-11 01:38:39 -0700,2023-07-11 01:38:39 -0700,"<p>Disabling wayland solved the issue: <a href=""https://linuxconfig.org/how-to-enable-disable-wayland-on-ubuntu-22-04-desktop"" rel=""nofollow"">https://linuxconfig.org/how-to-enable-disable-wayland-on-ubuntu-22-04-desktop</a> </p>",aiora.zabala,false,0,0,https://support.mozilla.org/questions/1589901
1589915,1418070,2023-07-11 04:36:19 -0700,2023-07-11 04:36:19 -0700,"<p>If you have copied all messages from IMAP folders to Local Folders, you have prevented loss of the messages. To put the folders on the desktop computer, just  - exit thunderbird on laptop - copy the Mail\Local Folders folders of interest to a USB stick - on desktop, create the same dummy folders in thunderbird  - exit TB and copy the folders from USB to overwrite the dummy folders. </p>",davidsk,false,0,0,https://support.mozilla.org/questions/1589915
1589933,1418073,2023-07-11 07:24:16 -0700,2023-07-11 07:24:16 -0700,"<p>Non è molto chiaro quel che dici. Anzitutto non esistono account email di Thunderbird. Thunderbird è solo un programma con cui accedi ai tuoi account di posta, che però sono forniti da altri. </p><p>Quando dici ""password principale"" ti riferisci a questa funzione di Thunderbird? -&gt; <a href=""https://support.mozilla.org/it/kb/password-principale-thunderbird"" rel=""nofollow"">https://support.mozilla.org/it/kb/password-principale-thunderbird</a> Se la risposta è si, allora è vero non c'è modo di recuperare. Nella stessa pagina però è spiegato come rimuovere la password principale; se hai seguito questa procedura dovrai reinserire i dati di login di tutti gli account che avevi su Thunderbird. Ovviamente questi dati li conosci solo tu, non c'è modo di ripristinarli. </p><p>Hai già provato a inserire nuovamente i dati di login? Di preciso che problemi riscontri? </p>",@next,false,0,0,https://support.mozilla.org/questions/1589933
1590088,1418077,2023-07-12 06:51:27 -0700,2023-07-12 06:51:27 -0700,"<p>See if this helps: <a href=""https://support.mozilla.org/en-US/questions/1413403"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1413403</a> </p>",davidsk,false,0,0,https://support.mozilla.org/questions/1590088
1590080,1418077,2023-07-12 05:46:09 -0700,2023-07-12 05:46:09 -0700,"<p>I've run tests to myself.  Some go through, some get the error message.  Doesn't seem likely that changing the server settings is the answer.. &nbsp;?? </p>",gnome99,false,0,0,https://support.mozilla.org/questions/1590080
1589998,1418077,2023-07-11 13:18:42 -0700,2023-07-11 13:18:42 -0700,"<p>Is that email the same as on the incoming server setup? I suggest trying 587. And then trying 587 and STARTTLS. No reason, except I see email providers sometimes change their requirements. </p>",davidsk,false,0,0,https://support.mozilla.org/questions/1589998
1589995,1418077,2023-07-11 13:01:28 -0700,2023-07-11 13:01:28 -0700,"<p>Not sure if this is what you want... </p><p>Description = Comcast Server Name = <a href=""http://smtp.comcast.net"" rel=""nofollow"">smtp.comcast.net</a> Port = 465  Default = 465 </p><p>Security and Authentication Connection security = SSL/TLS Authentication method = Normal password User Name = gnome99@comcast.net </p><p>Thanks </p>",gnome99,false,0,0,https://support.mozilla.org/questions/1589995
1589954,1418077,2023-07-11 09:05:09 -0700,2023-07-11 09:05:09 -0700,<p>Posting info on your SMTP settings may prove useful. </p>,davidsk,false,0,0,https://support.mozilla.org/questions/1589954
1589948,1418081,2023-07-11 08:26:50 -0700,2023-07-11 08:26:50 -0700,<p>From your lips (or computer?) to God's ears! &nbsp;:-) </p>,queenmab100,false,0,0,https://support.mozilla.org/questions/1589948
1589935,1418081,2023-07-11 07:29:13 -0700,2023-07-11 07:29:13 -0700,<p>You are entirely welcome.  I wish you no more problems with TB that can't be solved by either restarting TB or restarting Windows. </p>,danawilson001,false,0,0,https://support.mozilla.org/questions/1589935
1589934,1418081,2023-07-11 07:26:40 -0700,2023-07-11 07:26:40 -0700,"<p>Since you were able to add it without a problem, I deleted the contact from my address book (only in there once) and restarted TB.  Then, added it without problem.  Ah, the mysteries of cyberspace! &nbsp;:-) </p><p>Thanks for your quick response. </p>",queenmab100,false,0,0,https://support.mozilla.org/questions/1589934
1589926,1418081,2023-07-11 06:35:45 -0700,2023-07-11 06:35:45 -0700,"<p>I tried to add your address to my Personal address book, and it succeeded without any hitch at all. See my screenshot (click for larger view) below. </p><p>You don't by any chance already have that email address in another address book, do you? </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1589926
1590020,1418085,2023-07-11 16:52:16 -0700,2023-07-11 16:52:16 -0700,"<p>Sorry you are having trouble. </p><p>If you are seeing a crash, please post your crash ids here. INstructions at <a href=""https://support.mozilla.org/en-US/kb/mozilla-crash-reporter-tb"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/mozilla-crash-reporter-tb</a> </p><p>If you are seeing something else at startup, please post a screen shot of what you are seeing. </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1590020
1589932,1418087,2023-07-11 07:23:13 -0700,2023-07-11 07:23:13 -0700,<p>My suggestion is to see if the WIndows cursor options will address that for you. </p>,davidsk,false,0,0,https://support.mozilla.org/questions/1589932
1591309,1418088,2023-07-18 08:03:43 -0700,2023-07-18 08:03:43 -0700,"<p>dfcurry, thank you for posting that information. </p><p>I don't represent Exquilla, but as noted above there is a new version at <a href=""https://addons.thunderbird.net/en-US/thunderbird/addon/exquilla-exchange-web-services/"" rel=""nofollow"">https://addons.thunderbird.net/en-US/thunderbird/addon/exquilla-exchange-web-services/</a> that indicates it should work for both 102 and 115. </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1591309
1591020,1418088,2023-07-16 23:33:13 -0700,2023-07-16 23:33:13 -0700,"<p>Hello, there was an Exquilla update this week-end. It partially solved the problem in a sense that I can now send e-mails and the content appears normally. However, when I start TB, the Exchange account does not appear. I need to send a mail to myself from another mailbox. It is only by clicking on the received mail that the mailbox appears along with all folders. </p>",fkhoneis,false,0,0,https://support.mozilla.org/questions/1591020
1590321,1418088,2023-07-13 08:28:02 -0700,2023-07-13 08:28:02 -0700,"<p><strong>Workaround</strong>:  Exquilla Support web pages do not provide access to previous versions of Exquilla.  However, Thunderbird provides access to earlier Exquilla add-ons, which is a life-saver in this current situation of Exquilla failure. </p><p><a href=""https://addons.thunderbird.net/en-US/thunderbird/addon/exquilla-exchange-web-services/versions/"" rel=""nofollow"">https://addons.thunderbird.net/en-US/thunderbird/addon/exquilla-exchange-web-services/versions/</a> </p><p>After removing the Exquilla Add-On from my Thunderbird installation, I downloaded the previous version of Exquilla, version 102.1, and installed that add-on.  Now, I have full email Send and Receive capability, and TB shows my Exquilla-based account in the Folders panel.   Everything is now working as it was before Exquilla's broken update (v 115.0).  <strong>If you do this, be sure to turn OFF the automatic updates of Exquilla on the Exquilla Settings panel.</strong> </p>",dfcurry,false,1,0,https://support.mozilla.org/questions/1590321
1590150,1418088,2023-07-12 11:07:59 -0700,2023-07-12 11:07:59 -0700,"<p>@pitou1 @dfcurry </p><p>See the pitou1 post well above this. He/she noticed that update, too, and wondered about it, too. </p><p>My searches yesterday turned up tons of complaints about Exquilla and almost nothing (except here) about Thunderbird 102.13.0. </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1590150
1590146,1418088,2023-07-12 11:02:53 -0700,2023-07-12 11:02:53 -0700,"<p>I forgot to mention one possibly important detail in my message above.  I first noticed this Exquilla-related problem yesterday on 11 July.  Looking at the ""Details"" page for Exquilla in Thunderbird's ""Add-ons Manager"", I see that the latest version of Exquilla, 115.0, was auto-installed one day before, on 10 July. </p>",dfcurry,false,0,0,https://support.mozilla.org/questions/1590146
1590123,1418088,2023-07-12 09:37:44 -0700,2023-07-12 09:37:44 -0700,"<p>@dfcurry and @Muriel11 </p><p>Thank you both very much for posting these findings. </p><p>I hope (trust?) that the developers are hard at work repairing the code errors dfcurry cites, if those errors are indeed in the TB code, and that the next update will be less problematic for all of you Exquilla/Exchange users. </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1590123
1590117,1418088,2023-07-12 08:54:45 -0700,2023-07-12 08:54:45 -0700,"<p>@dfcurry I had exactly the same problem, by luck I found out that when clicking on the pop-up window when mails comes in the account would appear but still had, just like you problems with sending. Try Owl, it worked for me&nbsp;;-) </p>",Muriel11,false,0,0,https://support.mozilla.org/questions/1590117
1590114,1418088,2023-07-12 08:48:19 -0700,2023-07-12 08:48:19 -0700,"<p>I have the same problem as others have described here, but I have a few extra notes to make in the hope that this info will help others.  First, when I start Thunderbird (102.13.0), all accounts appear and work fine (send and received) except the one account I have that uses Exquilla.  That account (using Exquilla) does not appear in my Folders on the left side of Thunderbird.  I learned through hours of desperate fiddling around that if I send an email to that problem account, from another of my email accounts, with Thunderbird open during this process, then Thunderbird will pop up a window showing that I have new mail.  Clicking on that new mail notice causes Thunderbird to instantly update its Folders panel, now showing the Exquilla-related account that was previously not shown in the Folders panel.  My received emails are there, but I cannot send emails through that account (I can send through all other accounts).  When I look at the Error Console on the Exquilla Add-On panel's settings, I see many errors saying, """"invalid value for enumeration writeMode"" and pointing to a few specific lines in ""ewsUtils.jsm"".  See attached image of the error log.  I hope one of the Thunderbird or Exquilla programmers will simply look at their error logs because it seems to point directly to the offending code.  BTW, I wish to add here that I've emailed Exquilla Support twice in the past few months and never received a reply. </p>",dfcurry,false,0,0,https://support.mozilla.org/questions/1590114
1590099,1418088,2023-07-12 07:09:22 -0700,2023-07-12 07:09:22 -0700,"<em><p>Muriel11 <a href=""#answer-1590087"" rel=""nofollow"">said</a></p></em> <blockquote>Okay guys .... after yesterday trying to get this fixed, without luck. I just threw out Exquilla, activated Owl and works like a charm! </blockquote> <p>Yay!!! Congrats on finding that daring and successful solution to a widespread problem. </p><p>That beats the heck out of installing an older version. </p><p>Thank you for posting your solution. </p>",danawilson001,false,1,0,https://support.mozilla.org/questions/1590099
1590087,1418088,2023-07-12 06:51:02 -0700,2023-07-12 06:51:02 -0700,"<p>Okay guys .... after yesterday trying to get this fixed, without luck. I just threw out Exquilla, activated Owl and works like a charm! </p>",Muriel11,false,0,0,https://support.mozilla.org/questions/1590087
1590010,1418088,2023-07-11 14:47:16 -0700,2023-07-11 14:49:25 -0700,"<p>""The only way is to go back to the previous version. Is this feasible? can we downgrade back TB?"" </p><p>Yes, that is possible, though I don't know an easy, simple way. </p><p>First, you need to download the previous edition's installer (.exe) file. Then UNINSTALL Thunderbird (this leaves your data -- messages and settings -- alone). Then install 102.12.0, accepting the default installation. </p><p>You can get the installation file by going to  <a href=""https://archive.mozilla.org/pub/thunderbird/releases/102.12.0/"" rel=""nofollow"">https://archive.mozilla.org/pub/thunderbird/releases/102.12.0/</a> </p><p>There, click on win64/ and then click on en-US/ and then click on Thunderbird Setup 102.12.0.exe and the file will download to your computer. </p><p>Double-click the downloaded file to install the previous version of Thunderbird -- the one that you all agree was working just fine. Accept the default installation, unless you did a custom installation before. </p><p>Because it's a new installation, you'll have to fight your way past the Donate requests. I'm sure you've all donated already, haven't you? </p><p>All your mail and settings should be there, but you need to go into Settings immediately and in the General category, scroll way down to Updates, and click the setting ""Check for updates, but let me choose whether to install them."" Otherwise, you may get back to the edition you found faulty by accident. </p><p>I'll try to stay available to answer questions for a few hours. It's now 5:45 PM, 11 July, 2023. Post here if you need to. </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1590010
1589988,1418088,2023-07-11 12:34:33 -0700,2023-07-11 12:34:33 -0700,<p>Did a Google search for Exquilla Thunderbird. There are a LOT of complaints about Exquilla not working properly after the latest update. </p>,danawilson001,false,0,0,https://support.mozilla.org/questions/1589988
1589962,1418088,2023-07-11 10:15:32 -0700,2023-07-11 13:12:38 -0700,"<p>I wish I never hit that button to restart with new updates.  The whole day I've been busy trying to get this fixed!! Lost a whole day of work cuz of this! I've uninstalled my email account twice! ExQuilla many times! Nothing! Changed all setting of passwords etc etc.  I get emails now after reinstallment but can not send, strangely after new install I would send 2 <a href=""http://email.com"" rel=""nofollow"">email.com</a> and then ""Failed to send message"" And now it started to say ""Login to server <a href=""http://smtp.office365.com"" rel=""nofollow"">smtp.office365.com</a> with username xxxx@yyyyy.com failed""  </p><p>Sending of the message failed. Unable to authenticate to Outgoing server (SMTP) <a href=""http://smtp.office365.com"" rel=""nofollow"">smtp.office365.com</a>. Please check the password and verify the 'Authentication method' in 'Account Settings | Outgoing server (SMTP)'. </p><p>Exquilla says on their site it's compatible with this new release.  It's like Exchange doesn't accept the connection anymore... but how to fix this? </p><p>What's going on!!?? Hope some one here has the fix </p>",Muriel11,false,0,0,https://support.mozilla.org/questions/1589962
1589960,1418088,2023-07-11 10:05:02 -0700,2023-07-11 10:05:02 -0700,<p>or is the problem the Exquilla upgrade? </p>,pitou1,false,0,0,https://support.mozilla.org/questions/1589960
1589951,1418088,2023-07-11 08:43:39 -0700,2023-07-11 08:43:39 -0700,<p>Definitely. I tried everything. The only way is to go back to the previous version. Is this feasible? can we downgrade back TB? </p>,fkhoneis,false,0,0,https://support.mozilla.org/questions/1589951
1589950,1418088,2023-07-11 08:41:32 -0700,2023-07-11 08:41:32 -0700,<p>Having the same problem. None of the suggested solutions will work. </p>,pitou1,false,0,0,https://support.mozilla.org/questions/1589950
1589949,1418088,2023-07-11 08:39:15 -0700,2023-07-11 08:39:15 -0700,"<p>Hello, This is exactly the behavior with my account. Is there a way to downgrade TB and go back to the previous version that was working perfectly until the bug is fixed? Best regards, Fadi </p>",fkhoneis,false,1,0,https://support.mozilla.org/questions/1589949
1589947,1418088,2023-07-11 08:26:24 -0700,2023-07-11 08:26:24 -0700,"<p>I have this problem too.  Thunderbird updated and my microsoft account through exquilla disappeared.  Then after restarting, it appeared, but I couldn't send emails.  After waiting 24 hours (as I read in another post), I restarted TB again and my microsoft/exquilla account disappeared again.    Everything was fine until this recent TB update.  102.13.0 </p>",carol61,false,1,0,https://support.mozilla.org/questions/1589947
1589938,1418088,2023-07-11 07:44:11 -0700,2023-07-11 07:44:11 -0700,"<p>Hello, Thank you for the reply. I have already restarted Thunderbird and Windows but the issue was not solved. I have another account under TB that is working properly. It is only the Exchange account that does not work: either the mail is not sent, or when sent, the content is empty. The issue appeared just after upgrading TB. </p><p>So this led me to consider that the problem is coming from the synchronization between TB and Exchange through Exquilla. </p><p>Do you recommend another software to sync with Microsoft Exchange? </p><p>Best regards, </p><p>Fadi </p>",fkhoneis,false,0,0,https://support.mozilla.org/questions/1589938
1589937,1418088,2023-07-11 07:37:19 -0700,2023-07-11 07:39:40 -0700,"<p>The first thing I would try is closing and restarting TB. If that didn't help, I'd restart Windows (not shut down and then restart, just restart).  Then I'd open TB again, and try those operations again. </p><p>It has occasionally happened in the past that a user has discovered a flaw in a new version, but that is rare, and there have not been other reports of the behavior you're describing. </p><p>Would you try starting TB without add-ons, (Help &gt; Troubleshoot mode) to see whether the flaw might be an add-on? </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1589937
1589953,1418092,2023-07-11 09:03:31 -0700,2023-07-11 09:03:31 -0700,"<p>See if this helps:  Yahoo requires a different password when using an email client and requires OAUTH2 authentication. This URL may assist:  <a href=""https://help.yahoo.com/kb/SLN15241.html"" rel=""nofollow"">https://help.yahoo.com/kb/SLN15241.html</a> </p>",davidsk,false,0,0,https://support.mozilla.org/questions/1589953
1590034,1418093,2023-07-11 17:34:41 -0700,2023-07-11 17:34:41 -0700,"<p>Please see <a href=""https://support.mozilla.org/en-US/kb/cannot-send-messages"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/cannot-send-messages</a> </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1590034
1590586,1418100,2023-07-14 10:38:26 -0700,2023-07-14 10:38:26 -0700,"<p>I am closing this ticket. </p><p>Please reply in <a href=""https://support.mozilla.org/en-US/questions/1418363"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1418363</a> </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1590586
1590018,1418100,2023-07-11 16:50:31 -0700,2023-07-11 16:50:31 -0700,"<p>Thank you for your support. And thank you for the work done by <a href=""https://refugesforallwildlife.blogspot.com/"" rel=""nofollow"">https://refugesforallwildlife.blogspot.com/</a> </p><p>Please post a screen shot of the issue you are seeing. </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1590018
1591109,1418101,2023-07-17 10:56:44 -0700,2023-07-17 10:56:44 -0700,"<p>Thanks Wayne.  I have downloaded and tried out the add-on and it worked really well, although some reviews suggested otherwise. </p><p>In case it helps anyone else, I can offer the following.  I lock it down somewhat by </p><p>(a) only having it active when I consciously wish to dedupe the specific folder  (b) moving the duplicates to another folder so they are not deleted immediately (just in case...!)   (c) setting it to compare several more than the default file attributes to ensure the emails really are duplicates and  (d) setting it so I can manualy check as well.    </p><p>Belt and braces are the order of the day! </p>",David_DD,false,0,0,https://support.mozilla.org/questions/1591109
1590447,1418101,2023-07-13 19:22:56 -0700,2023-07-13 19:22:56 -0700,<p>There is an add-on that does dedups </p>,wsmwk,false,1,0,https://support.mozilla.org/questions/1590447
1590308,1418101,2023-07-13 06:48:53 -0700,2023-07-13 06:48:53 -0700,"<p>I am not sure if your post was an exclamation or serious question.   </p><p>The organsation in question (unrelated to my own emal address here) has its own domain name and emails but I dont know which ""mail provider"" is used.  I am pretty sure gmail is not hidden inside it. </p>",David_DD,false,0,0,https://support.mozilla.org/questions/1590308
1590035,1418101,2023-07-11 17:36:11 -0700,2023-07-11 17:36:11 -0700,<p>WHat mail provider has such a weird restriction?  (besides gmail) </p>,wsmwk,false,0,0,https://support.mozilla.org/questions/1590035
1590003,1418102,2023-07-11 13:52:24 -0700,2023-07-11 13:52:24 -0700,"<p>Brilliant! I've been searching for this for years. </p><p>My draft is now a very-reasonable 4.8 MB, with an inline image.  </p><p>Thanks! </p>",steven64,false,0,0,https://support.mozilla.org/questions/1590003
