id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome
1431169,2023-11-16,answer or forward to gmail address blocked I got the following message: unitarianfellowshipofottawa@gmail.com    host gmail-smtp-in.l.google.com [142.251.163.26,❓;,👽;other,📮;gmail,❓;,❓;
1431171,2023-11-16,"Thunderbird Email app Hello, I was wondering if anyone has noticed that it takes super long for Thunderbird really long to open? and it is very slow to load an ",❓;,🚧;fix-problems,❓;,❓;,❓;
1431175,2023-11-16,"Can receive emails, but not send any. I can send emails, but can't receive any.  Spectrum says it is a Thunderbird problem. ",❓;,🚧;fix-problems,❓;,❓;,❓;
1431176,2023-11-16,Thunderbird 115 sometimes does not restore correct tabs at start up Using latest 115.4.1 TB on Linux Mint Mate 21.2. Sometimes TB does not restore correct tabs ,🐧;Linux,🚧;fix-problems,❓;,❓;,❓;
1431177,2023-11-16,"Can receive emails, but not send any. I can receive emails, but now send any.  Spectrum says this is a Thunderbird problem.  Can you help me? ",❓;,🚧;fix-problems,❓;,❓;,❓;
1431180,2023-11-16,Thunderbird Message Threading Would someone PLEASE tell me how to GET RID of Thunderbird's obnoxious THREADING of messages?  I just want to be rid of this.  Tha,❓;,👽;other,❓;,❓;,❓;
1431185,2023-11-16,Blank Tabs -- a picture is worth 1000 words Please see screenshot -- all email tabs are blank. ,❓;,👽;other,❓;,❓;,❓;
1431187,2023-11-16,missing mail toolbar There is no longer a mail toolbar and it doesn't show up in the toolbar menu.  I am not very tech savvy so don't understand what a unified ,❓;,🔩;customize,❓;,❓;,❓;
1431188,2023-11-16,Inserting an image in a mail freezes the whole program when using the 'Insert>image' menu When writing an email if I use the 'Insert>image' menu route the whole,🪟;win10,🚧;fix-problems,📮;gmail,❓;,❓;
1431189,2023-11-16,"Thunderbird stops working - ""authentication failure while connecting to server imap.gmail.com"" Just started happening...error msg....""authentication failure whi",❓;,🚧;fix-problems,📮;gmail,❓;,❓;
1431190,2023-11-16,Strange link between Thunderbird and HP System Optimizer Here is a strange one.  I am running Thunderbird on an HP Omen desktop PC with Windows 10.  Thunderbird,🪟;Windows 10,🚧;fix-problems,❓;,❓;,❓;
1431191,2023-11-16,Thunderbird Settings not working on WIN11 Settings are not available on my thunderbird client. When I click on settings button nothing happens. Left Spaces tool,🪟;WIN11,🔩;customize,❓;,❓;,❓;
1431193,2023-11-16,"Emails disappeared in Inbox Hi, We are using the recent Thunderbird client to receive and send email via POP account on Windows 10. Starting last week, emails w",🪟;Windows 10,👽;other,📮;Gmail,❓;,❓;
1431196,2023-11-16,"Can't get the latest version of Thunderbird to work with an ameritech.net email. I get message "" can't connect, retry, type new password or cancel"" Can't get th",❓;,👽;other,🇾;ameritech,❓;,❓;
1431197,2023-11-16,"Thunderbird mailto action Thunderbird 115.4.3 Firefox 115.5.0esr When I attempt to 'EMAIL LINK' from Firefox, The window/page for Thunderbird composition opens.",❓;,🔩;customize,❓;,❓;,❓;
1431198,2023-11-16,Make-up of inbox messages. The message info portion of inbox messages has increased in size the last couple of weeks which makes the portion for reading the mes,❓;,👽;other,❓;,❓;,❓;
1431200,2023-11-16,"Search e-mails The new Thunderbird has changed the way to search e-mails.  The ""old"" system was flawless and handy; the new system is totally worthless.  How ca",❓;,👽;other,❓;,❓;,❓;
1431205,2023-11-16,"Thunderbird nuova versione s'impalla e scrive ""NON RISPONDE"" La nuova versione s'impalla e scrive ""NON RISPONDE"". Sono costretto ad uscire e rientrare. Succede ",❓;,🚧;fix-problems,❓;,❓;,❓;
1431208,2023-11-16,resize message pane height. I cannot adjust the message pane height to anything smaller than 10 lines. I would like to be able to pull up and resize the pane so,❓;,🔩;customize,❓;,❓;,❓;
1431209,2023-11-16,Best way to Upgrade from Thunderbird 102.15.1 to Supernova 115 I have read numerous posts and replies on the forum about updating from Thunderbird (102) to Supe,❓;,🛠;download-and-install,❓;,❓;,❓;
1431210,2023-11-16,"I can't turn off the confirmation dialog box for delete from inbox! It seem like since a recent version update of Thunderbird, I have to confirm every email del",❓;,🔩;customize,❓;,❓;,❓;
