id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1417450,2023-07-04,"Filtering fails on specific filter, error dialog box is of no help, space seems to be the problem, random folder. I am running Windows 11 Home, TB version 102.1",🪟;Windows 11;os:win11,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-04 06:08:02 -0700
1417452,2023-07-04,Mailbox I have a domain name registered with 123-reg with an e-mail.  Email options are forwarding (selected) or mailbox options (annual charge) Am I able to us,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-04 06:20:00 -0700
1417466,2023-07-04,"nstmp files in Thunderbird - what do they do, and how can I delete them? Hello I have nstmp files in my Thunderbird account that are holding huge amount of emai",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-04 08:24:46 -0700
1417467,2023-07-04,"T/B, when trying to send an email from T/B there is no SEND button on thr page I alway had a send button on this page how can Iget this page back please ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-07-04 08:41:41 -0700
1417469,2023-07-04,"Perfil / perfiles borrado accidental Hola. Manejo Thunderbird Mail desde 2006 y en MACOS desde 2009, como conservo mucho el correo tengo dividido en perfiles. H",🍎;OSX;os:macos,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-04 08:52:40 -0700
1417471,2023-07-04,"Forward CC filter Is there any way to make a filter that forwards to an e-mail address and CC to another? There's no option in the filter menu, and if make two ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-07-04 09:28:31 -0700
1417480,2023-07-04,Settings for reinstalling Thunderbird after Windows reinstall are you able to help me set up Thunderbird after a catastrophic crash and windows reinstall please,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-07-04 11:03:07 -0700
1417483,2023-07-04,attachments appearing in email Hi When I receive some attachments they don't show up as attachments but rather are incorporated in the email. in order to access,❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-04 12:09:48 -0700
1417484,2023-07-04,"Sync Outlook Contacts with TB I'm brand new to TB, and a novice at this, so thank you for your patience. I'm running the latest version of TB on a Windows PC. I",❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-07-04 12:11:23 -0700
1417489,2023-07-04,"No email content I cannot view the contents of my emails on my Thunderbird account on my computer. I can view them on my phone. I upgraded Thuderbird, wish I kn",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-04 12:24:01 -0700
1417491,2023-07-04,Thunderbird I am running Catalina 10.15.7 on my Mac. I tried deleting many emails at once (200+?) and the program froze. All I get now is the spinning wait curs,🍎;Catalina;os:macos,❓;;t:unknown,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,crash;,2023-07-04 12:34:36 -0700
1417493,2023-07-04,"Image attachments issue I am new to TB. Using 102.12.0 (64-bit), Windows 11, and I am migrating from AOL Mail Browser (Firefox) using IMAP.   So far, only one s",🪟;Windows 11;os:win11,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-07-04 13:02:36 -0700
1417494,2023-07-04,"Cannot Send Emails Hello, Thank you for helping me out today. For some reason I cannot send emails anymore. I have been tinkering around with the outgoing serve",❓;;os:unknown,👽;other;t:other,💌;SPECTRUM;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-04 13:10:03 -0700
1417496,2023-07-04,Newgroups How can I delete a Newgroup? ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-07-04 13:32:45 -0700
