id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1422993,2023-09-04,"posta in uscita bloccata aggiornato alla nuova versione non riesco ad inviare i messaggi, in allegato l'errore che compare, che fare, Grazie ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-04 06:24:55 -0700
1422996,2023-09-04,"Mensagem de erro comando GETACL Depois de abrir o Thunderbird, ao acessar pela primeira vez uma das minhas contas de email recebo uma mensagem de erro com o seg",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-04 06:53:01 -0700
1422997,2023-09-04,"Calendar invite Hello, updating to the new version 115 there is a problem about CALDav and calendar invites. I have a business account on thunderbird and a CalD",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-09-04 07:05:41 -0700
1422998,2023-09-04,"Non funziona registrazione Account Google su Thunderbird Buongiorno, sto tentando di configurare su Thunderbird un account Google senza successo. Thunderbird al",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,📮;Gmail;m:gmail,🇪;eset;av:eset,❓;;uc:unknown,privacy-and-security_1;,2023-09-04 07:23:54 -0700
1423001,2023-09-04,"Thunderbird Compact All Folders Previously I could select all mailboxes (accounts) and do a ""Compact"" with one click. That seems to have been removed, I can not",🪟;Win 10;os:win10,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-09-04 08:35:34 -0700
1423002,2023-09-04,"Archived folders disappeared ? bold textDescribed solution for recover, please. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-04 08:43:51 -0700
1423005,2023-09-04,I use Firefox but find it complicated and confusing. I am trying to restore the order of my inbox showing latest first. at the moment its showing the oldest ( 2,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-04 10:04:26 -0700
1423009,2023-09-04,Re-order (prioritize) autofill addresses I'm hoping there is a way to customize which email addresses get triggered first in the Autofill feature for email reci,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-09-04 10:28:04 -0700
1423011,2023-09-04,Barra de ferramentas Thunderbird 115 Bom dia. No Thunderbird antigo a barra de ferramentas aparecia abaixo das abas. Já no Thunderbird 115 a barra aparece acima,❓;;os:unknown,🔩;customize;t:customize,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,customize;,2023-09-04 10:37:25 -0700
1423014,2023-09-04,e-mail I am unable to download my e-mails on the mozilla page I've been using for years.  Can you help with my problem.  My provider is Windstream and I've spok,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-04 10:58:39 -0700
1423016,2023-09-04,Thunderbird wont send my emails. Clicking on SEND just makes it fade away and nothing happens. Worked ok yeterday. Cheers Thunderbird wont send my emails. Click,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-04 11:46:48 -0700
1423018,2023-09-04,"Help please: can't migrate my old emails (Editing my question because I solved the first half) Hi. A Windows rep recently made me reset my computer, and I shoul",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,download-and-install_1;,2023-09-04 12:09:09 -0700
1423020,2023-09-04,"Contacts not syncing with Zoho via CardDAV Hi,  I'm using Thunderbird v 115.1.1 on Linux and I am unable to sync my contacts with Zoho's CardDAV service - I use",🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-04 12:24:48 -0700
1423021,2023-09-04,"Migrating folders and subfolders from outlook webmail to thunderbird I am trying to migrate an email account from outlook webmail to thunderbird, but only the i",❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-09-04 12:28:01 -0700
