id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome
1430279,2023-11-07,"Links to Web sites in the new message When you paste a link into a new message, Mozilla saves it as a hyperlink, not as text. This adds extra words to the recei",❓;,🔩;customize,❓;,❓;,❓;
1430282,2023-11-07,"Filtrado rápido no funciona correctamente Al usar la barra de Filtrado rápido para buscar mensajes, muchas veces sé que he recibido un mensaje de alguien que te",❓;,🔩;customize,❓;,❓;,❓;
1430285,2023-11-07,no download of new e-mail How may I download new e-mail which failed today? ,❓;,🛠;download-and-install,❓;,❓;,❓;
1430287,2023-11-07,"Can't Copy/paste Profile Folder from backup to new Win11 computer because Thunderbird Folder is ""Blacklisted"" My old Windows 10 computer failed.  I have access ",🪟;Win11,🔏;privacy-and-security,❓;,❓;,❓;
1430288,2023-11-07,"receiving emails When I receive emails from addresses that are cell providers, ie. (tel #)@vzwpix.com or (tel#)@mms.att.net, the text is in an attachment that I",❓;,👽;other,🇾;att.net,❓;,❓;
1430291,2023-11-07,"Get Messages ""Get Mail"" missing down menu for indivual account checks Have five email accounts, only 2 are set to check mail at startup.  A change has taken the",❓;,🔩;customize,❓;,❓;,❓;
1430292,2023-11-07,cannot see full calendar layout after Thunderbird update This morning there was an update to Thunderbird. When I reopen the program I can no longer see the righ,❓;,📅;calendar,❓;,❓;,❓;
1430293,2023-11-07,Emails disappear from the Inbox after an attachment is detached. This is happening randomly since the latest update (115.4.1). When I detach and attachment from,❓;,🚧;fix-problems,❓;,❓;,❓;
1430294,2023-11-07,How long will there be support/updates for version 102? I still have v102 on my PC. I have read and see where there are a lot of problems with v115 - messages f,❓;,👽;other,❓;,❓;,❓;
1430295,2023-11-07,"Can't send or receive emails Yesterday I couldn't send emails, but I could receive them - today I can do neither. It looks like several others are having the sa",❓;,🚧;fix-problems,🇾;Yahoo,❓;,❓;
1430296,2023-11-07,Não consigo ver a mensagem selecionada na tela inicial. Boa tarde. Estou com versão 115.4.1 (32 bits) do Thunderbird. Após esta atualização não consigo mais ver,❓;,🚧;fix-problems,❓;,❓;,❓;
1430297,2023-11-07,Thunderbird PDF It looks like that the newest thunderbird version can't open PDF files which are left open when closing the program at a restart of thunderbird.,❓;,👽;other,❓;,❓;,❓;
1430299,2023-11-07,"Cannot delete multiple messages from Inbox I have the latest TB 115.4.1 - OSX I select multiple messages in my inbox and hit delete key, only one message is del",🍎;OSX,🔩;customize,❓;,❓;,❓;
1430301,2023-11-07,"Inbox views jumps around when moving a message Issue came up after the latest update (115.4.1). When I move a message using drag & drop, the Inbox view jumps ar",❓;,🚧;fix-problems,❓;,❓;,❓;
1430302,2023-11-07,Header I need help!!  [removed phone# from public] or my email address ,❓;,👽;other,❓;,❓;,❓;
1430304,2023-11-07,"Thunderbird email Cannot send or reply to emails. Can receive them fine. Alert message says ""An error occurred while sending mail. The mail server responded >jl",❓;,🚧;fix-problems,❓;,❓;,❓;
1430305,2023-11-07,"Message Filtering -- 115.4.1 individual rule elements being deleted I have been using TB for years. I just discovered this morning on my W11 system, that in my ",❓;,👽;other,❓;,❓;,❓;
1430307,2023-11-07,"Email On the left side of my email, there are the different folders. Things like Drafts, sent mail, all mail, spam, and trash used to be collapsible under Inbox",❓;,🔩;customize,❓;,❓;,❓;
1430308,2023-11-07,"Most add-ons not working today I'm running 115.4.2 (64-bit) on a Mac with Ventura. It's been working fine for a few weeks. But today, I've noticed that several ",🍎;Ventura,🚧;fix-problems,❓;,❓;,❓;
1430309,2023-11-07,how to add second phone number to acct? 'bold text'bold text ,❓;,🔩;customize,❓;,❓;,❓;
1430311,2023-11-07,POP.verizon.net password for Thunderbird? I cannot get the password as requested for POP.verizon.net.  Although Verizon is involved so is AOL (???).  How do I g,❓;,👽;other,💌;verizon,❓;,❓;
1430312,2023-11-07,Programmatically Read Emails I program in VB.net and use Thunderbird as an Email client. I'm trying to figure out how to read an Email using a external program.,❓;,👽;other,❓;,❓;,❓;
1430316,2023-11-07,"Privacy Notices DAILY! I'm getting at least 3 Privacy Notices per day for Thunderbird! Is there a way to stop that? Every time I make the changes necessary, it ",❓;,🔏;privacy-and-security,❓;,❓;,❓;
1430317,2023-11-07,"Mark thread as ""New"" when new message received. Underline is not obvious enough. When sorting email by threads it would be nice to have the yellow ""New"" icon sh",❓;,👽;other,❓;,❓;,❓;
1430318,2023-11-07,"Events not updating after 114.4.1 upgrade After upgrading Thunderbird client to version 114.4.1 on my Windows 10 computer, I no longer can see events. I am usin",🐧;Linux,📅;calendar,❓;,❓;,❓;
1430320,2023-11-07,"Can I get a ""NEXT"" button in my email view When I haqve an email open in Thunderbird and I want to view the next email, currently, I must go back to the email l",❓;,🔩;customize,❓;,❓;,❓;
1430321,2023-11-07,email I have several email addresses.  When Thunderbird was upgraded (approx 6 Nov 23) all my Sent messages from my spwyrr3@gmail.com address were gone except f,❓;,👽;other,📮;gmail,❓;,❓;
1430323,2023-11-07,"ALL of my e-mails are gone! All of my folders too! Thunderbird wouldn't load so I reloaded it from my files and now all of my folders are gone along with many, ",❓;,🚧;fix-problems,❓;,❓;,❓;
1430324,2023-11-07,No release notes! Thunderbird 15.4.2 was made available today. Since 15.4.1 reintroduced bugs from 15.0 (Hot Mess Edition first push) that had been fixed by 15.,❓;,🛠;download-and-install,❓;,❓;,❓;
1430326,2023-11-07,"deleted items list not showing up The Deleted Items list has nothing in it, but when checking ALL - the deleted items are still there mixed in with the other em",❓;,👽;other,❓;,❓;,❓;
1430327,2023-11-07,1 inbox multiple email multiple folders Hi i'm trying to use 1 inbox for multiple emails but inside the inbox i want folders to act as different inboxes (i know,❓;,🛠;download-and-install,💌;Outlook,❓;,❓;
1430331,2023-11-07,How to make Sort by / Unthreaded stay? Ever since the release of Thunderbird 115 I have been unable to make my Inbox stay unthreaded. I am now at v115.4.2 and i,❓;,👽;other,❓;,❓;,❓;
1430332,2023-11-07,"My email still will not work properly I downloaded an update to my email.  And it screwed it all up.  I'm sick of going to my web mail to send out new messages,",❓;,👽;other,❓;,❓;,❓;
1430334,2023-11-07,thunderbird email log in failed numerous times. ,❓;,👽;other,❓;,❓;,❓;
