id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1414246,2023-05-25,"Ongoing issue: links in TBird emails DO NOT WORK Asked earlier this question and never received a reply (other than a ""yeah seems to be a problem""--which was of",🪟;Windows 11;os:win11,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-25 08:35:42 -0700
1414250,2023-05-25,Not receiving email. I placed an order with a company for parts and received no confirmation.  I only received a notice of charge fro American Express. I called,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-25 08:39:12 -0700
1414251,2023-05-25,"Message Confirm emptying ""folder"" Hello, I accidentally checked the box ""don't ask me again"" when emptying a folder, in this case spam folder. How do I change i",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-25 08:42:45 -0700
1414257,2023-05-25,"scarico email da account google Salve,da ormai parecchio quando scarico la posta di gmail mi scarica solo 5 mail per volta dopo di che devo premere il bottone s",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-25 09:12:34 -0700
1414258,2023-05-25,"Microsoft Office 365 Did you know that anyone now using your thunderbird email browser, and having a bt ( british telecom) email address, is now being stopped u",❓;;os:unknown,👽;other;t:other,💌;Office 365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-25 09:25:31 -0700
1414260,2023-05-25,Deleting messages via Message Filters not always working Using TB version 102.10.1. Been recently getting messages from three different senders that I wish to d,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,🇲;Malwarebytes;av:malwarebytes,❓;;uc:unknown,other;,2023-05-25 09:39:15 -0700
1414261,2023-05-25,Can't Login to comcast.net account with Tthunderbird I can't Login to comcast.net account with Thunderbird.  I keep getting the following error message:        ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-25 09:58:21 -0700
1414262,2023-05-25,Open emails go right to compose like I'm sending instead of just opening Can I have Thunderbird on more than one of my computers? I ask this because each time w,🪟;Windows 11;os:win11,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-25 10:04:05 -0700
1414267,2023-05-25,"Thunderbird does not delete emails from gmail Hello I am new to Tb but I have problems with GMAIL, the synchronization works fine from the server, I can move em",❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-25 11:30:22 -0700
1414268,2023-05-25,Can I download thunderbird on a iPhone 13 Pro Max Download ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-25 11:32:56 -0700
1414271,2023-05-25,Netaddress outgoing email problem I am using Netaddress (rabernstein@usa.net) as my email provider. Whenever I attempt to send an outgoing email from this accou,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-25 12:39:31 -0700
1414283,2023-05-25,how to delete my questions How can one remove their own questions (i.e. duplicates) ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-25 14:29:12 -0700
