id,created,updated,title,content,creator,is_spam,num_helpful,num_unhelpful
1584893,2023-06-10 15:05:13 -0700,2023-06-10 15:05:13 -0700,,"<p>It was the Windows symbol, not Microsoft.  Sorry' </p>",kathynez,false,0,0
1584892,2023-06-10 15:04:37 -0700,2023-06-10 15:04:37 -0700,,"<p>I clicked on the button in the lower left corner of my screen (Microsoft symbol?) and went through the list of items on my laptop, but there was no Paint listed nor was there an option named Accessories.  There was one called Access, but when I opened that, it didn't look like anything I could do the rest of your instructions on. </p>",kathynez,false,0,0
1584891,2023-06-10 14:45:50 -0700,2023-06-10 14:48:07 -0700,,"<p>Mine is going up and down. One very interesting data point: I have four GoDaddy/Outlook accounts on two domains. Each domain has a main account and an alias account. One of those two domain does not show the problem on either of its email accounts. The other domain is showing problem with the main account but not usually with the alias account. I decided to auto-forward the main account's email to the alias account so I would at least see the email. As soon as I set up the main account's auto-forwarding, the alias account stopped working and wouldn't work until I disabled the auto-forward. This happened twice. All that said, at this moment both accounts are working. </p>",gkarasik,false,0,0
1584890,2023-06-10 14:43:46 -0700,2023-06-10 14:43:46 -0700,,<ul><li><ul><li> <em>Bulleted list item</em> * Bulleted list item </li></ul> </li></ul>,naomifitts829,false,0,0
1584889,2023-06-10 14:35:24 -0700,2023-06-10 14:35:24 -0700,,<p>I may be misunderstanding you. You seem to be describing subscribing more folders on Thunderbird. All the ones in the Thunderbird pane are subscribed. My problem is getting them to appear in the gmail app. </p>,kmand,false,0,0
1584888,2023-06-10 14:32:16 -0700,2023-06-10 14:32:16 -0700,,"<p>We have had this problem too. Two Outlook accounts - one started failing about two / three days ago the other a day later. I reported to Cobweb (our hoster) and got the 'we don't support T-bird, Outlook looks as though it's fine, it must be Thunderbird' response. Yesterday I was getting inconsistent results to get mail. mostly the Stat failure. Then got start of a download of messages which was interupted by service unavailable 21. I reported this to cobweb at about midnight last night. (9th). No response from them and during the day situation looked unchanged. Having watched TV for a couple of hours this evening, finally had another go and got about 25 messages downloaded on mine and a dozen or so on my wife's. All now looks to have been sorted. Notified Cobweb just after 9pm saying I would fully believe it if it's still ok tomorrow morning! </p>",graybo,false,0,0
1584887,2023-06-10 14:26:33 -0700,2023-06-10 14:26:33 -0700,,"<p>Try this: In the Folder pane, look for IMAP mail and do a right-click. Go to Settings, click on Server Settings, then select Advanced. Remove the checkmark on Show only Subscribed folders. Click OK. You can check to see if you can Subscribe to more folders. You may have to close TB and open it again to see whether this action produces any lists of folders. </p><p>Let us know, please. </p>",danawilson001,false,0,0
1584886,2023-06-10 14:17:02 -0700,2023-06-10 14:17:02 -0700,,"<p>OK. We're making some progress. When ""nothing happened,"" what happened was that Windows 10 took a picture of your whole screen at that moment, and saved it to the Clipboard. What you need to do then is find a graphics program on your computer and open it and PASTE that clipboard image into the program. The easiest graphics program to find is built in to Windows 10, and it's called Paint. Would you click the Start button and look through the menus you see, and see whether you can find Paint? It may be in Accessories. If so, double-click the name to open it and put your pointer in the open white space, and right-click your mouse and choose Paste.  </p><p>Wow! That looks just like my screen! </p><p>If this goes well, come on back and leave the Paint program open, but Minimize it (up top of your screen, choose the minus-sign, not the box or the X) and talk to me. Thanks. </p>",danawilson001,false,0,0
1584885,2023-06-10 14:02:27 -0700,2023-06-10 14:02:27 -0700,,<p>I tried the prt sc key with the Alt key and without the Alt key and nothing happened either time.  I forgot to mention that my screen does not have the symbol at the top-right side of the screen.  I looked for that in the very beginning (the three horizontal lines).  I have Windows 10. </p>,kathynez,false,0,0
1584884,2023-06-10 13:55:41 -0700,2023-06-10 13:55:41 -0700,,"<p>See: </p> <ul><li><a href=""http://forums.mozillazine.org/viewtopic.php?f=38&amp;t=3110267"" rel=""nofollow"">http://forums.mozillazine.org/viewtopic.php?f=38&amp;t=3110267</a> </li></ul> <p>CSS code for userChrome.css&gt; </p><pre>#BMB_searchBookmarks, #panelMenu_searchBookmarks { display:none!important; } </pre> <ul><li><a href=""https://searchfox.org/mozilla-release/search?q=%22bookmarks-search%22&amp;path=&amp;case=false&amp;regexp=false"" rel=""nofollow"">https://searchfox.org/mozilla-release/search?q=%22bookmarks-search%22&amp;path=&amp;case=false&amp;regexp=false</a> </li></ul>",cor-el,false,0,0
1584883,2023-06-10 13:50:12 -0700,2023-06-10 13:50:12 -0700,,"<p>^: It is likely of no use asking for a crash report in case of tab crashing and not Firefox crashing as you likely do not get the crash reporter, but merely the about:tabcrashed page that says <em>Gah. Your tab just crashed.</em> that only enables/shows the reportBox to send a crash report if crashing data is available (crash reporter enabled and message.data.hasReport). </p> <ul><li><a href=""https://searchfox.org/mozilla-release/source/browser/modules/ContentCrashHandlers.jsm#542"" rel=""nofollow"">https://searchfox.org/mozilla-release/source/browser/modules/ContentCrashHandlers.jsm#542</a> </li></ul>",cor-el,false,0,0
1584882,2023-06-10 13:39:21 -0700,2023-06-10 13:39:21 -0700,,"<p>Firefox might still try to save files to /tmp/ or another directory, so you can still try Firefox from the Mozilla server. </p>",cor-el,false,0,0
1584881,2023-06-10 13:18:34 -0700,2023-06-10 13:18:34 -0700,,"<p>Update: I've seen a few more posts that seem similar to yours, and I figured their problem was that the email host had just converted to Exchange as an access. If so, you may wish to try one of these addons, OWL or EXQUILLA, to use Exchange for your account. But first, I suggest verifying that this is the case. </p>",davidsk,false,0,0
1584880,2023-06-10 13:05:03 -0700,2023-06-10 13:05:03 -0700,,"<p>Hang in there, Kathy! We're going to find you some help with this.  First, I'd like to know what you're using as your operating system: Windows something? If so, can you tell me WHICH Windows you're using: Windows 7, Windows 8.1, Windows 10? Or are you using something other than Windows? If I am going to walk you through some instructions, I have to know a little more about your computer. Please look at this screenshot (just click on the small thumbnail picture to bring up a larger version), and see whether you can find the thing in the red circle on your Thunderbird screen (open in Inbox, to see the list of your mail today). Let me know, please. </p>",danawilson001,false,0,0
1584879,2023-06-10 12:52:06 -0700,2023-06-10 12:52:06 -0700,,<p>Just a possibility: you may have multiple profiles on the MAC and imported an old one. </p>,davidsk,false,0,0
1584878,2023-06-10 12:51:35 -0700,2023-06-10 12:51:35 -0700,,"<p>I'm 83 years old and don't know how to do a screenshot, but did find the prt sc key on my laptop.  I read the instructions on how to do that now on one of your other Support sites, and I don't understand things like Microsoft Paint or PNG file but I will attempt to do what was said on that page.  I don't know how to send that screenshot to you from there, but hopefully this will work. </p>",kathynez,false,0,0
1584877,2023-06-10 12:43:25 -0700,2023-06-10 12:43:25 -0700,,"<p>Others have posted here with info that indicates their account is being switched to Exchange. If that is true, there are two addons, OWL and EXQUILLA, that allow Thunderbird to access Exchange accounts. I suggest you verify the switch to Exchange with the email host. </p>",davidsk,false,0,0
1584876,2023-06-10 12:18:34 -0700,2023-06-10 12:18:53 -0700,,"<p>Thanks. Easier to quit Firefox altogether. Yet another stunning example of how these apps, platforms and sites are chaos where common sense and rational design are concerned. </p>",hallamdavid32,false,0,0
1584875,2023-06-10 12:13:35 -0700,2023-06-10 12:13:35 -0700,,"<p>We're sorry to hear that Firefox is crashing. In order to assist you better, please follow the steps below to provide us crash IDs to help us learn more about your crash.   </p><p><strong>The crash report is several pages of data.</strong> <strong>We need the report numbers to see the whole report.</strong> </p> <ol><li>Enter <em>about:crashes</em> in the Firefox address bar and press Enter. A list of Submitted/Unsubmitted Crash Reports will appear, similar to the one shown below. </li><li>Copy the <strong>5</strong> most recent Submitted Report IDs that start with <strong>bp-</strong> and then go back to your forum question and paste those IDs into the ""Post a Reply"" box. </li></ol> <p><strong> Note:</strong> If a recent Report ID does not start with <strong>bp-</strong> click on it to submit the report. </p><p>(Please don't take a screenshot of your crashes, just copy and paste the IDs. The below image is just an example of what your Firefox screen should look like.) </p> <dl><dt><img class=""wiki-image frameless"" src=""https://assets-prod.sumo.prod.webservices.mozgcp.net/media/uploads/gallery/images/2018-12-09-16-08-19-654011.png"" alt=""Fx64Beta-aboutcrashes-unsubmitted"" width=""500""> </dt></dl> <p>Thank you for your help! </p><p>More information and further troubleshooting steps can be found in the <a href=""/en-US/kb/troubleshoot-firefox-crashes-closing-or-quitting"" rel=""nofollow"">Troubleshoot Firefox crashes (closing or quitting unexpectedly)</a> article. </p>",plwt,false,0,0
1584874,2023-06-10 11:42:44 -0700,2023-06-10 11:42:44 -0700,,"<p>Sorry, I meant TB 102 rather than TG 102. </p>",receiver,false,0,0
1584873,2023-06-10 11:39:16 -0700,2023-06-10 11:39:16 -0700,,<p>Hi Mary </p><p>What is the address of the website that you are trying to view? </p>,plwt,false,0,0
1584872,2023-06-10 11:27:44 -0700,2023-06-10 11:27:44 -0700,,<p>I have sorted problem ...i forgot i had profile folder of firefox from previous pc on usb and copied the contents of this folder and pasted the contents into firefox on new pc...everything works ok now. </p>,starbuck.jones,false,0,0
1584871,2023-06-10 11:19:30 -0700,2023-06-10 11:19:30 -0700,,<p>Hi </p><p>How can we help you with Firefox Sync? </p>,plwt,false,0,1
1584870,2023-06-10 11:19:09 -0700,2023-06-10 11:19:09 -0700,,"<p>Hi </p><p>I am going to close this thread as it appears to be a duplicate of: </p><p><a href=""https://support.mozilla.org/en-US/questions/1415544"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1415544</a> </p>",plwt,false,0,0
1584869,2023-06-10 11:16:09 -0700,2023-06-10 11:16:09 -0700,,"<em><p>jonzn4SUSE <a href=""#answer-1584649"" rel=""nofollow"">said</a></p></em> <p>I've cleared cookies for yahoo and it works but <strong>only until  I switch yahoo accounts</strong>, then the problem recurs. </p><p>This problem (for firefox 113 and 114) is only if you have multiple yahoo mail accounts and switch between them. It doesn't happen if you limit yourself to just one yahoo mail account. </p><p>I've just reconfirmed this just now with firefox 114. </p>",em2jacks,false,0,0
1584868,2023-06-10 10:58:02 -0700,2023-06-10 10:58:02 -0700,,"<p>I realize it is bad form to reply to your own post, but with more digging I figured out the solution. </p><p>Even though the password in question was in password manager, for whatever reason it was not being used on startup.  Deleted the passwords in question and restarted, but no checkbox to save them. </p><p>Not getting the checkbox to save a password was due to <strong>signon.rememberSignons</strong> being set to false.  Not sure why that was.  I set this to true and restarted TB. </p><p>On startup the password box had the checkbox, and I checked it. </p><p>Restarted TB to verify no more prompts for account password. </p><p>Don't know why the ones that were originally there were not being used&nbsp;:-( </p><p>Dennis </p>",droesler,false,0,0
1584867,2023-06-10 10:54:32 -0700,2023-06-10 10:54:32 -0700,,<p>Here is a subset of the thunderbird folder panel and the gmail settings panel. </p>,kmand,false,0,0
1584866,2023-06-10 10:51:31 -0700,2023-06-10 10:51:31 -0700,,<p>I didn't see your reply. I apologise. I don't know what web login is! </p>,gerard17,false,0,0
1584865,2023-06-10 10:34:29 -0700,2023-06-10 10:34:29 -0700,,<p>It might help if you sent us a screenshot of your Thunderbird folder pane. See my screenshot attached to see what kind of information might be useful. </p>,danawilson001,false,0,0
1584864,2023-06-10 10:19:18 -0700,2023-06-10 10:19:18 -0700,,"<p>Where is the old laptop and did you ever use Sync? <a href=""https://support.mozilla.org/en-US/kb/how-do-i-set-sync-my-computer"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/how-do-i-set-sync-my-computer</a> <a href=""https://support.mozilla.org/en-US/kb/how-do-i-choose-what-information-sync-firefox"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/how-do-i-choose-what-information-sync-firefox</a> </p>",jonzn4SUSE,false,0,0
1584863,2023-06-10 10:16:17 -0700,2023-06-10 10:16:17 -0700,,"<p>Sync sounds like it's backup, but it's not.  That's why I always suggest running more than one version of Firefox and also <a href=""http://waterfox.net"" rel=""nofollow"">Waterfox</a>  on multiple devices so that you're data is not in just 1 browser on 1 device.  see old screenshot </p>",jonzn4SUSE,false,0,0
1584862,2023-06-10 10:04:05 -0700,2023-06-10 10:04:05 -0700,,"<p>I don't see it. In gmail settings under labels there are a set of items including the usuals and others like social, but no list of my old thunderbird folders. I have litterally clicked show in everything in labels including categories I don't really undersand, like social. Still no old thunderbird folders in the left column. </p>",kmand,false,0,0
1584861,2023-06-10 09:55:19 -0700,2023-06-10 09:55:19 -0700,,<p>Gmail has settings on what folders to display and can be set online in your Gmail account. </p>,davidsk,false,0,0
1584860,2023-06-10 09:53:08 -0700,2023-06-10 09:53:08 -0700,,"<p>You can use Exchange if you use either the OWL or the EXQUILLA addons. These are not free, but not expensive. </p>",davidsk,false,0,0
1584859,2023-06-10 09:38:22 -0700,2023-06-10 09:38:22 -0700,,"<p>I keep getting this message when I open Thunderbird mail.  It’s just in the last few days, but very annoying.  How to I keep from it popping up whenever I try to open my Thunderbird mail? </p><p>It says “login to server imap,<a href=""http://shaw.ca"" rel=""nofollow"">shaw.ca</a> with username ricc failed” </p><p>Then it gives me choices “retry, or enter new password” </p><p>How do I stop this from popping up all the time?  I did take a picture of it I can send u if u want. </p><p>Thank you </p>",hap2,false,0,0
1584858,2023-06-10 09:31:57 -0700,2023-06-10 09:31:57 -0700,,<p>I believe the fault here is my own. I think that instead of entering the end by date in the Until (B): box I entered it in the End (U): box which caused the event to stretch out over the entire calendar. Dumb mistake but if someone else makes it perhaps this post will be of help. </p>,thom13,false,0,0
1584857,2023-06-10 09:26:42 -0700,2023-06-10 09:26:42 -0700,,"<p>Alas, my friend, it makes no difference. I need a good night's sleep and perhaps I can persuade my savvy grandson to come and visit me ... With thanks for your support, Ulrike </p>",u.i.hill,false,0,0
1584856,2023-06-10 09:06:29 -0700,2023-06-10 09:06:29 -0700,,"<p>No issues for me.  see screenshot You can also try <strong>Clear all items for a single site</strong>.  <a href=""https://support.mozilla.org/en-US/kb/remove-websites-address-bar-suggestions"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/remove-websites-address-bar-suggestions</a> </p>",jonzn4SUSE,false,0,0
1584855,2023-06-10 08:58:18 -0700,2023-06-10 08:58:18 -0700,,<p>I think seeing your screenshots might be helpful to anyone who tries to help with your problem. </p>,danawilson001,false,0,0
1584854,2023-06-10 08:54:04 -0700,2023-06-10 08:54:04 -0700,,"<p>We're trying to come up with a solution for you, but we need to see what you're seeing. Could you please attach a screenshot to your reply, showing roughly the portion of the TBird screen you see in my screenshot? </p>",danawilson001,false,0,0
1584853,2023-06-10 08:51:27 -0700,2023-06-10 08:51:27 -0700,,<p>I have a mac running 10.13.6.  Let me go check if I have any issues. </p>,jonzn4SUSE,false,0,0
1584852,2023-06-10 08:50:31 -0700,2023-06-10 08:50:31 -0700,,"<p>Hey Suzanne, </p><p>i just looked at your previous post, did you ever try running Firefox in Safe Mode?   <a href=""https://support.mozilla.org/en-US/kb/diagnose-firefox-issues-using-troubleshoot-mode#w_how-to-start-firefox-in-4troubleshoot-modesf5safe-modesf"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/diagnose-firefox-issues-using-troubleshoot-mode#w_how-to-start-firefox-in-4troubleshoot-modesf5safe-modesf</a> </p>",jonzn4SUSE,false,0,0
1584851,2023-06-10 08:38:57 -0700,2023-06-10 08:38:57 -0700,,<p>Thanks for your help.  </p><p>I figured out what that problem is: the extension AdBlocker for YouTube! I disabled it and everything works normally. </p>,sina.recherche,false,0,0
1584850,2023-06-10 08:23:17 -0700,2023-06-10 08:23:17 -0700,,"<p>Possibile che si tratti di questo bug -&gt; <a href=""https://bugzilla.mozilla.org/show_bug.cgi?id=1837201"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi?id=1837201</a> </p><p>È stato risolto con la versione 114.0.1 che puoi scaricare da qui -&gt; <a href=""https://www.mozilla.org/it/firefox/all/#product-desktop-release"" rel=""nofollow"">https://www.mozilla.org/it/firefox/all/#product-desktop-release</a> </p>",@next,false,0,0
1584849,2023-06-10 07:55:48 -0700,2023-06-10 07:55:48 -0700,,<p>Im trusting in your answer. ty. </p>,naomifitts829,false,0,0
1584848,2023-06-10 07:54:09 -0700,2023-06-10 07:54:09 -0700,,<p>Since there is no screenshot of the error or where the software is installed from or downloaded from no one can know what is going on here. Extension issues is for the developer to resolve not Firefox. </p>,Dropa,false,0,2
1584847,2023-06-10 07:52:45 -0700,2023-06-10 07:52:45 -0700,,<p>Lost or Mistaken password is out of the hands of Firefox forum to help here. If the reset email doesn't or nor accessed that isn't something Firefox can fix. You need to make a new account. And if this isn't Firefox account that also precludes anything anyone can do here as well. </p>,Dropa,false,0,1
1584846,2023-06-10 07:51:56 -0700,2023-06-10 07:51:56 -0700,,<p>please suggest a good suggestion for me. </p>,naomifitts829,false,0,0
1584845,2023-06-10 07:17:12 -0700,2023-06-10 07:17:12 -0700,,"<p>Although I haven't seen this message before, I do know that Gmail is tightening up security, as others have posted about difficulty in sending to Gmail. In their cases, the issue was insufficient security on email host servers. That doesn't solve your concern, but I believe your error message received may be part of their heightened security. </p>",davidsk,false,1,0
1584844,2023-06-10 07:13:38 -0700,2023-06-10 07:13:38 -0700,,<p>This is a server problem for POP accounts. You might try using web login to see if some messages are corrupted. </p>,davidsk,false,0,2
1584843,2023-06-10 07:10:28 -0700,2023-06-10 07:10:28 -0700,,"<p>The simple way is to exit thunderbird and, using windows file explorer, copy all files beginning with abook from old to new. The other way is to let thunderbird do it with tools&gt;import&gt;import a file&gt;import addressbook and select sqlite and then select from your old profile </p>",davidsk,false,0,0
1584842,2023-06-10 06:59:34 -0700,2023-06-10 07:00:25 -0700,,<p>That's not Firefox fault that is something you need to contact roboform or eversync extension support developers. Firefox only host the Addon/Extensions it's up to the developers to provide support for and to keep up to date their Addons. So unless others can verify what extension your getting these from Firefox can't fix Addons issues here since this is only Firefox user help forum. </p>,Dropa,false,0,1
1584841,2023-06-10 06:51:13 -0700,2023-06-10 06:51:13 -0700,,"<p>I'm seeing this error message as well. With respect, disabling the service generating the error is not exactly a fix! </p>",Dave-H,false,0,0
1584840,2023-06-10 06:24:52 -0700,2023-06-10 06:24:52 -0700,,<p>Still not resolved. I'll file a bug report later today. </p>,gkarasik,false,0,0
1584839,2023-06-10 05:06:18 -0700,2023-06-10 05:06:18 -0700,,"<p>Well, I don't understand the comment about Outlook and 3rd party clients, as there are many using Outlook365 with Thunderbird. But that wasn't the question...  Assuming your BT account was POP, you can retrieve the messages by these steps:  - click Help&gt;more troubleshootinginformation - scroll down to 'profile folder' and click 'open profile'  - exit Thunderbird. you are now in your profile folder. (Note the location for future reference.) - locate the message folders from the BT account and copy them into the Mail\Local Folders folder, renaming as appropriate or desired)  - restart thunderbird.  (Note: message folders have two names that must stay in sync, e.g., INBOX and INBOX.msf) </p>",davidsk,false,0,0
1584838,2023-06-10 05:02:56 -0700,2023-06-10 05:02:56 -0700,,<p>Every month I get a newsletter from a known sender. It is the only thing I get from that sender.  Every month it is marked as a potential scam. I am willing to take the risk for that sender and the email has passed all of my other security checks. So I'm left with two options: </p><pre>   1.  Put up with the annoyance    2. Turn off scam detection completely. </pre> <p>So far I have chosen #1. But I should not have to. </p>,EEISElmo,false,0,0
1584837,2023-06-10 05:01:35 -0700,2023-06-10 05:01:35 -0700,,"<p>Thanks as always, cor-el! </p>",cfcentaurea,false,0,0
