id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1427502,2023-10-14,"Problem when i press ""ENTER"" When I write an email and want to press Enter to jump down ""ONE"" line, and start a new sentence, it jumps down an extra line so it ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-14 01:40:16 -0700
1427503,2023-10-14,Change quotation level of text/quote in plain-text-compose editor See title – how can one change the indentation level of quoted text when working in the plain-,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 03:22:55 -0700
1427504,2023-10-14,Kaspersky  Thunderbird  problem I have Kaspersky and Thunderbird. When i start Thunderbird  i get this 'Kan inte garantera autenticiteten hos den domän till vil,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,💌;hotmail;m:microsoftemail,🇰;Kaspersky;av:kaspersky,❓;;uc:unknown,privacy-and-security_1;,2023-10-14 03:38:34 -0700
1427505,2023-10-14,"Cannot see incomming or outgoing mail I am unable to view incomming mail, outgoing mail arrives at its destination but cannot be viewed in sent folder. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 03:42:08 -0700
1427506,2023-10-14,Thunderbird 115 pane resizing does not work well when switching between laptop screen and docked monitor I have been using and loving Thunderbird for a decade o,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-14 03:56:24 -0700
1427507,2023-10-14,"Rotating Color Ball & Hangups:  Help Please ? Hello, Sorry to be a pest with this, but have always used Thunderbird, and this is driving mer crazy. Always worke",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 04:06:07 -0700
1427508,2023-10-14,Constant outlook/hotmail accounts password request since thunderbird update Since the last update of thunderbird the program keeps asking passwords over and ove,❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 04:17:11 -0700
1427510,2023-10-14,"Outlook account cannot sign in using same details as logging in direct I have been unable to login using my main hotmail account using Thunderbird, I have check",🍎;osx;os:macos,🔏;privacy-and-security;t:privacy_and_security,💌;Outlook;m:microsoftemail,🇩;Defender;av:defender,❓;;uc:unknown,privacy-and-security_1;,2023-10-14 04:34:05 -0700
1427512,2023-10-14,SOS se ha actualizado a la nueva versión y es un horror. ¿Cómo puedo volver a la versión anterior? SOS se ha actualizado a la nueva versión y es un horror. ¿Cóm,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 04:51:51 -0700
1427514,2023-10-14,"unifed inbox searches in 802 (sub-)folders Hi! Probably since the last update, results from numerous (arbitrarily defined?) subfolders show up in my virtual fol",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,other;,2023-10-14 05:25:56 -0700
1427516,2023-10-14,"Automated answer only once per day Hello, I'll be out of office for a month and I managed to setup an automated reply for my Thunderbird client. I would like it",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 05:44:58 -0700
1427517,2023-10-14,"Automatický podpis a základní formátování Dobrý den. --- a) Automatický podpis Při vložení automatického podpisu se mi nad podpis umístí dvě pomlčky ""--"". Autom",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-14 05:54:58 -0700
1427519,2023-10-14,"Thunderbird hangs after major UI update Since the major UI update I constantly get ""not responding"" / hang when opening / reading mail. Also I'm not a fan of th",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 06:32:58 -0700
1427520,2023-10-14,Filters DO NOT WORK 115.3.2 Since down load of 115.3.2 and the one before it. Filters have STOPPED working! I even created a new filter which also did not work.,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 06:40:02 -0700
1427521,2023-10-14,"Folder colors in search folders, or: Automatically set tags based on folder name Hi all! I'm using a Search Folder with all my messages of the last 30 days acro",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-14 06:54:26 -0700
1427523,2023-10-14,"Unread emails not reporting correctly. Since the last update the notification icon has a red dot and the tooltip is saying I have 4,294,967,295 unread emails. I",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 07:29:55 -0700
1427524,2023-10-14,Custom Folder Order Gone in 115 Update? Manage Folder Order has disappeared in the update to 115.  It was in Tools in the pancake.  It was a GREAT TOOL!  Is it ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,customize;,2023-10-14 07:38:28 -0700
1427525,2023-10-14,Thunderbird - Inbox does not automatically open at the point of the the  latest messages that have been downloadl. We are using the latest version of Thunderbir,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-10-14 07:51:06 -0700
1427527,2023-10-14,The identity Chooser does not find one of my email accounts what can I do to include it in the list ? When I go to create a new email the blue box (+New Message,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 08:13:59 -0700
1427528,2023-10-14,"Calendar Reminder Popup Text Color When the Thunderbird calendar reminder popup opens, it highlights the top reminder with a dark blue background.  Since TB 115",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-10-14 08:19:36 -0700
1427531,2023-10-14,New version of Thunderbird has the lines so close together it's impossible to read Thunderbird just updated and the lines are so scrunched up together that it's,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 09:04:40 -0700
1427532,2023-10-14,Thunderbird non mostra alcuni messaggi Da alcuni mesi di tanto in tanto mi capita di scoprire che TB non mi mostra alcuni messaggi che pure esistono sull'interf,❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 09:05:38 -0700
1427536,2023-10-14,"Bug Report - Unable to Select Multiple Folders in Thunderbird Supernova 115.3.2 Description: I would like to report a bug in the new version of Thunderbird, spe",🪟;Windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 09:29:04 -0700
1427537,2023-10-14,Move title bar bar to the top in latest version I just got updated to the latest version 115.3.1 and the menu bar has been moved to below the toolbar.  I find t,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-14 09:31:20 -0700
1427538,2023-10-14,Emails on Server I installed Thunderbird but also use Outlook. When I open Thunderbird it downloads emails from the server. If I leave the message in my Inbox a,❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-10-14 09:40:44 -0700
1427540,2023-10-14,emoji in 115 Are the emoji better with 115?  I am not using add-ons in 102 and emoji are not very good. Thanks ,🪟;Win 7;os:win7,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 10:09:40 -0700
1427543,2023-10-14,"outgoing emails I have been trying to add a signature to my outgoing emails on Thunderbird and can't find a way to do it. I have looked under Account Settings, ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 10:47:51 -0700
1427545,2023-10-14,Filters not finding valid folders Thunderbird version 115.3.1 (64-bit) running on Windows 10 Professional. Since resetting the operating system on both my compu,🪟;Windows 10;os:win10,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,🇪;eset;av:eset,❓;;uc:unknown,fix-problems;,2023-10-14 11:06:33 -0700
1427546,2023-10-14,Weird font size after update So I updated my Thunderbird around October 13 2023 and I currently have version 115.3.2. I use a 4K monitor and after the update th,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-14 11:08:36 -0700
1427547,2023-10-14,"Thunderbird Log In I am unable to send emails on my Firefox Thunderbird account. It now requests a login which I can not find. Up until today, there was no prob",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 11:12:05 -0700
1427550,2023-10-14,"Inbox row lines or shading Hello, I just upgraded to Thunderbird 115.3.2 on my 2011 MacBook Pro. I really like the new look.  But... I don't know how to get or ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-14 11:27:11 -0700
1427551,2023-10-14,Thunderbird does not open links in emails When open message and click on link I get an error message saying I do not have an app to opoen. See attached ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 11:47:03 -0700
1427552,2023-10-14,"Thunderbird updated and now is running very, very slow. can I revert to old version? Also seemed to effect Mozilla speed .  I rebooted several times. Thunderbir",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-14 11:50:31 -0700
1427555,2023-10-14,How can I reorder my email accounts? - Thunderbird on Debian 12 #102.13.0 How can I reorder my email accounts? - Thunderbird on Debian 12 #102.13.0 (they are no,🐧;Debian;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 12:44:37 -0700
1427558,2023-10-14,"The folders Drafts, Templates, Sent, Archives, Trash under Inbox are empty The folders Drafts, Templates, Sent, Archives, Trash under Inbox are empty. This happ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 13:17:35 -0700
1427559,2023-10-14,"perse intere cartelle di mail Buonasera,  da alcuni giorni non sono più presenti le mail che avevo archiviate in 4 cartelle diverse, nonché tutte le mail in arr",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 13:29:46 -0700
1427560,2023-10-14,"missing buttons in inbox Hi. I just switched from MS Mail to thunderbird as MS Mail will be replaced with ""the new outlook"" and that spams you with ads in the m",❓;;os:unknown,🔩;customize;t:customize,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-14 13:44:42 -0700
1427561,2023-10-14,"Thunderbird stopped receiving emails addressed to our yahoo mail accounts on 10/05/23, but still get gmail Thunderbird stopped receiving emails from our yahoo a",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 13:52:59 -0700
1427564,2023-10-14,"Any plans for improvements to email formatting functionality? Hi, I just got the latest Thunderbird update. The new features are all very nice, but what I've re",❓;;os:unknown,👽;other;t:other,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 14:04:37 -0700
1427565,2023-10-14,"Email Access Problems Happily using Google as a browser, GMAIL.com and Thunderbird (TB) for emails. Just switched computer on and clicked on TB only to receive ",❓;;os:unknown,👽;other;t:other,📮;GMAIL;m:gmail,🇪;eset;av:eset,❓;;uc:unknown,other;,2023-10-14 14:15:51 -0700
1427567,2023-10-14,"Thunderbird stopped receiving emails addressed to our yahoo mail accounts on 10/05/23, but still get gmail Thunderbird stopped receiving emails from our yahoo a",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 14:20:02 -0700
1427570,2023-10-14,"Thunderbird emoticons When I select ""smiley face"", it activates ""delete"" when I try to insert it, bringing the next line up a row. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 14:34:55 -0700
1427571,2023-10-14,thunderbird disappeared thunderbird disappeared from my computer after a restart. I don't know my password to restart thunderbird. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 14:58:13 -0700
1427572,2023-10-14,I want to unsubscribe from this page May I unsubscribe from this Page?  It is confusing to me and all i want is to reply and send emails.  Thanks.  Paul Von Blu,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 15:45:21 -0700
1427573,2023-10-14,Change in website I am a female that is 89 1/2 and the change in the layout of the Firefox page is confusing.  Is there someone that can help me?? ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 15:52:34 -0700
