id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1411255,2023-04-19,Tools->options->attachments missing? .ics files are showing up in my emails parsed and visible inline How do I disable ALL parsing of attachments in my email?  ,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-04-19 08:34:57 -0700
1411256,2023-04-19,"Thunderbird fails access ATT - Secure mail being used Hello, about 3 days ago, ATT changed their req's for access from Thunderbird.  Now Tbird requires a secure",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,📮;gmail;m:gmail,🇩;defender;av:defender,❓;;uc:unknown,privacy-and-security_1;,2023-04-19 09:34:42 -0700
1411257,2023-04-19,Thunderbird performance very slow Just reposting rudytheelder's 2021 post as it was not selected as the solution to another User's performance issue.  It solved,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-19 09:35:16 -0700
1411260,2023-04-19,synchronizing mails with the Outlook account Since the last update if I delete a mail locally or move it to a local folder it soon reappears in the Inbox. As if,❓;;os:unknown,👽;other;t:other,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-19 09:46:45 -0700
1411262,2023-04-19,-12345 0dladjald ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-19 10:08:29 -0700
1411263,2023-04-19,"Can no longer access att /yahoo mail thru thunderbird Please help, i am a doctor and need to access my emails. This AM my snet.net account cant be accessed thru",❓;;os:unknown,👽;other;t:other,🇾;yahoo;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-19 10:38:03 -0700
1411268,2023-04-19,"Old emails in inactive inbox won't open anymore Dear all,  I have an email address that ceased to exist a while back and was sure the emails would remain stored",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-19 11:21:29 -0700
1411271,2023-04-19,Mail Folders Junk folder does not show there are e-mails in it and more and more of my allowed e-mail are going to junk folder. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-19 11:42:13 -0700
1411273,2023-04-19,"Tbird not deleting inbox on server As of 4/17/23, mail is no longer deleting off the hotmail/outlook.com server. Every 5 minutes Thunderbird downloads all messa",❓;;os:unknown,👽;other;t:other,💌;hotmail;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-19 12:04:53 -0700
1411275,2023-04-19,Sync gmail addresses with Thunderbird 102.10.0(64 bit) Downloaded Cardbook. Installed in Thunderbird. Add-ons and Themes > Cardbook. I think I need to enter my ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-19 12:19:28 -0700
1411279,2023-04-19,Have tried resetting the Start Page to default and no Start Page is shown whatsoever. Have tried other instructions and nothing no changes what is corrupted or ,🪟;Win 11;os:win11,🚧;fix-problems;t:fix_problems,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,fix-problems;,2023-04-19 13:51:36 -0700
1411285,2023-04-19,Problem with filter rules that mark incoming Gmail as read I have Thunderbird mail filter rules that automatically mark messages as read. They work fine on Inbo,🐧;ubuntu;os:linux,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-19 14:30:25 -0700
1411286,2023-04-19,How to stop Thunderbird from attempting to download certificates from the directory New behavior - maybe with 102.10.0 or other recent version - when I compose ,🐧;redhat;os:linux,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-19 14:33:24 -0700
1411288,2023-04-19,"AT&T email on Thunderbird Since Thunderbird update 102.10.0 (64-bit), I have not been able to retrieve my AT&T email via Thunderbird. I have tried re-entering m",❓;;os:unknown,👽;other;t:other,🇾;AT&T;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-19 14:41:16 -0700
1411291,2023-04-19,"Auto-reply (signed, with attachment) goes out garbled Cryptographically-signed email is underrated, huh? I'm having trouble with an auto-reply message.  The tem",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-19 15:16:29 -0700
