id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1410206,2023-04-07,Thunderbird not respecting Mexico standard time 2023 (Mexico not using DST) In our company the Thunderbird calendar meeting invitations are off by an hour. Refe,❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;bug1826146;,2023-04-06 18:33:40 -0700
1410254,2023-04-07,"new Tbird user, Gmail ""sent"" emails not syncing to client hello & thanks in advance for your help. I am a new thunderbird user, and joined for the very specific",❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-07 09:50:14 -0700
1410256,2023-04-07,"Excel copy paste looses formatting - Gridlines are gone when copy pasted from Excel When I copy paste a table from Excel to Thunderbird new email, it looses all",❓;;os:unknown,👽;other;t:other,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-07 10:26:30 -0700
1410257,2023-04-07,"Quick Filter is broken (again ...) Quick Filter has stopped work (typing text into the box does not do anything). In addition, clicking on the Quick Filter box ",🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-07 10:30:36 -0700
1410258,2023-04-07,Email Hi.  My inbox is only displaying emails for the past 30ish days. Anything before that has disappeared. How do I fix that?  Thanks ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-07 11:09:13 -0700
1410260,2023-04-07,"I have bought a new laptop and Thunderbird will not install I use EXACTLY the same server data as I did on the old laptop, so WHAT IS WRONG???????????? ",❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-07 11:36:24 -0700
1410264,2023-04-07,primary password ?Hi  If I go to open Thunderbird as soon as it starts I then insert my primary password and all is well but if I dont attempt to sign in immedi,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-04-07 11:49:37 -0700
1410266,2023-04-07,"Thunderbird Temp folder Until now, my Thunderbird email account has worked perfectly, but lately I am having a problem with my Temp folder.  After so many month",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-07 12:13:23 -0700
1410271,2023-04-07,"102.9.1 fresh install - IMAP syncronization issue Hello,  I have an email account I access (but don't own... i volunteer for an organization). For the past few ",🪟;Windows 10;os:win10,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-07 13:06:26 -0700
1410275,2023-04-07,Nothing displayed in Folders Panel I have just finished installing Thunderbird 102.9.1 (64-bit) on my system after a massive disk failure which required my rebu,🪟;Windows 11;os:win11,👽;other;t:other,📮;GMail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-07 14:20:01 -0700
1410277,2023-04-07,"calendar how can i delete all entries/events in calendar past, present and future. ",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-07 14:52:49 -0700
1410278,2023-04-07,"Removing scam message from my inbox folder Can't delete, can't move to ""trash"" folder the message (probable scam) that is sitting in my inbox. I'm using Thunder",🍎;Ventura;os:macos,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-04-07 16:22:32 -0700
