id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1409912,2023-04-03,"fetching of emails from free.de doesn`t work anymore Hi,  I use thunderbird 102.7.1 (64-Bit) on Linux.  Since January of this year fetching of mails from my pro",🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 08:42:16 -0700
1409916,2023-04-03,Settare un nuovo account esistente di posta Non riesco a settare un account di posta.  Dopo la verifica della password mi dice che è Imposibile autenticarsi sul,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 09:26:09 -0700
1409917,2023-04-03,I can't drag and drop emails to folders on Mac Suddenly I cannot drag and drop emails from the inbox into any of my folders. Was working previously and I don't ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 10:07:21 -0700
1409919,2023-04-03,"Launching TB I am using a used HDD that has 2 accounts - each has its own APPDATA file.  One account belongs to the old computer where the HDD came from, and th",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-03 10:17:03 -0700
1409924,2023-04-03,Thunderbird message downloads My Thunderbird does not seem to want to download messages from frontier.com today.  It is using the same e-mail address and passwo,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-03 11:15:03 -0700
1409926,2023-04-03,"I keep getting a request to allow TBird to access my Google account ... It's the calendar !!!!!! There is no hint why TB is popping up the giant login screen, i",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-03 12:05:02 -0700
1409928,2023-04-03,"Blocked replies Thunderbird says  ""Replies to the thread ""Magazine Access"" will not be shown"" Why are replies blocked? How can I get access to replies? ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 12:20:57 -0700
1409930,2023-04-03,importare le cartelle locali da win live mail a thunderbird Salve ho salvato le cartelle locali di un collega che sta usando windows live mail ed ho installato ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-03 13:30:46 -0700
1409931,2023-04-03,"downloading inbox # of ### ""again...and again..."" Anybody know why TB is downloading my inbox all over ""again"".  It completes the cycle and is ok for a few days",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 13:50:14 -0700
1409936,2023-04-03,customized View I am on 112.0b5..since 112.0b3..I think..the in customizied..view addon..it doesn't work..I want to filter status of emails like read/unread..ta,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-03 14:59:53 -0700
1409937,2023-04-03,"Why is the time in Thunderbird's calendar different from the system time? Since april 2, system time (Ubuntu 20.04.02) and Thunderbird's time are not synced, bu",🐧;Ubuntu;os:linux,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-03 15:41:03 -0700
1409939,2023-04-03,Inbox folder moved on Thunderbird 102.9.0 (Linux) I have been using Thunderbird for a long time without and major problems.   Now.. my Inbox folder was moved to,🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 15:51:32 -0700
1409941,2023-04-03,"vanished emails Hello, Not sure what caused the problem. Was checking my email in @mymts.net, subsequently also proceeded to download mail in @mts.net as well. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-03 16:14:33 -0700
