id,created,updated,title,content,tags,product,topic,locale,answers,creator
1406836,2023-03-01 21:37:35 -0800,2023-03-02 09:04:31 -0800,"bug depois de mudar para interface do usuário do ""Supernova""",<p>está aparecendo esses erros  queria saber se são fontes que foram quebradas ele não deixa nem excluir essas pasta </p>,fix-problems;,thunderbird,troubleshooting,pt-BR,1568576;,realvirtual
1406839,2023-03-01 22:16:24 -0800,2023-03-02 22:47:38 -0800,emails,<p>My emails come in a day or two late and I keep getting the same ones over and over again. </p>,fix-problems;,thunderbird,troubleshooting,en-US,1568682;,paaw2
1406840,2023-03-01 22:31:01 -0800,2023-03-02 03:07:46 -0800,Truncated/corrupted attachments (and sometimes mail headers) with Yahoo IMAP,"<p>Hi! With Thunderbird 102.8.0, since a few months, attachments are getting truncated to a few kB on Yahoo IMAP sync. If there are more attachments above a total of 314 kB, only the first one is shown, and truncated to something less than 314 kB. The first time that it happened I had Thunderbird 86 that came with Ubuntu 16.04. It once happened also to the e-mail headers to get corrupted/misinterpreted, so no sender or subject appeared, only IP address. It seems this is due some changes with Yahoo itself, but the problem does not occur in Microsoft Outlook 2019. I've installed Thunderbird 102 in hope that it solves this problem but it doesn't, large attachment systematically get truncated, and the mail headers that got corrupted in version 86 still got corrupted here; also in subsequent e-mails. Again, no problem with Microsoft Outlook or Yahoo webmail. Rebuilding the IMAP mailbox from scratch does not help, the same e-mails get corrupted. Might it be some characters in the e-mails/encoded attachments that are interpreted as breaks or commands? </p>",other;,thunderbird,other,en-US,1568542;,florin_gf
1406843,2023-03-01 23:21:41 -0800,2023-07-18 00:49:56 -0700,Crash,<p>When I either open Message Filters or try to edit them TB usually crashes. </p>,fix-problems;,thunderbird,troubleshooting,en-US,1569404;1569460;1591304;,rch17
1406844,2023-03-01 23:30:37 -0800,2023-03-01 23:30:37 -0800,Thunderbird addresses,"<p>Thunderbird addresses: When deleting individual addresses, Thunderbird switches to a different address, which, however, bears the name of the address just deleted. When deleting the address again, the following address, which I actually did not want to delete, is deleted. </p>",other;,thunderbird,other,en-US,"",r.holzwarth1
1406845,2023-03-01 23:38:10 -0800,2023-03-02 19:36:58 -0800,Thunderbird Beta,<p>MyPhoneExplorer does not work in Thunderbird Beta </p>,customize;,thunderbird,settings,en-US,1568642;,r.holzwarth1
1406846,2023-03-01 23:39:22 -0800,2023-05-13 10:55:17 -0700,Thunderbird Beta how can I switch back.,<p>how can I switch back to regular Thunderbird from beta version and keep all settings? </p>,fix-problems;,thunderbird,troubleshooting,en-US,1568638;1568645;,r.holzwarth1
1406849,2023-03-02 00:41:22 -0800,2023-03-02 19:39:20 -0800,Source code instead of text showing up in my emails.,"<p>This is what is showing up in my emails. Not all of them, but quite a few. Also, I've opened emails the content of which has nothing to do with the subject line.  </p><p>The subject line of this is My Prayer for the Day from Doonsbury: </p> past inquisitions.&lt;o:p&gt;&lt;/o:p&gt;&lt;/span&gt;&lt;/b&gt;&lt;/div&gt;<div style=""""><b><span>&nbsp;</span></b></div><div style="""">Dick Burkhart, = Seattle, WA&lt;o:p&gt;&lt;/o:p&gt;</div><div style="""">206-721-5672,&nbsp;&lt;a = <p>href=3D""<a href=""mailto:dick2burk@gmail.com"">mailto:dick2burk@gmail.com</a>""&gt;dick2burk@gmail.com&lt;/a&gt;&lt;o:p&gt;&lt;/o:p&gt;&lt;/di= </p> v&gt;<div style=""""><b><span>&nbsp;</span></b></div><div style=""""><b><span>Well-intentioned but = Muddled&lt;o:p&gt;&lt;/o:p&gt;</span></b></div><div style=""""><b><i><span>&nbsp;</span></i></b></div><div style="""">A Review&nbsp;<span>(2-2023)</span>&nbsp;by Dick Burkhart of&nbsp;<span>&lt;o:p&gt;&lt;/o:p&gt;</span></div><div style=""""><b><span>=E2=80=9CUnlocking the = Power of Covenant</span></b><b><span>=E2=80=9D&lt;o:p&gt;&lt;/o:p&gt;</span></b></div><div style="""">A Report of the UUA Commission on Appraisal&nbsp;<span>(2021)</span><span>&lt;o:p&gt;&lt;/o:p&gt;</span></div><div style=""""><b><span>&nbsp;</span></b></div><div style=""""><b><span>This book is well-intentioned, and gives many = <p>useful examples of congregational covenants and practices; but, = ultimately it comes across as quite muddled. As a prime example, the = authors boldly declare that =E2=80=9Cwe are a covenantal faith=E2=80=9D = (p 68). Yet the entire book is about covenants of right relations and = the like, in congregations and related organizations, not the Unitarian = </p> Universalist faith.&nbsp;&lt;o:p&gt;&lt;/o:p&gt;</span></b></div><div style=""""><b><span>&nbsp;</span></b></div><div style=""""><b><span>There simply is no unifying covenant that all individual = <p>Unitarian Universalists sign onto when they join a UU church. The = closest is the statement in Article II of the Bylaws of the UUA, wherein = the&nbsp;<u>member congregations&nbsp;</u>=E2=80=9Ccovenant to affirm = and promote=E2=80=9D our 7 principles, which are brief and understood to = be aspirational. The phrase =E2=80=9Ccovenantal faith=E2=80=9D clearly = evokes the traditional usage of covenant to a deity or doctrine, not a = multiplicity of highly varied documents which may or may not receive = much attention, depending on the individual congregation or = organization. In fact, the authors did a short survey of 25 UU ministers = to assess this usage and found great = </p> variety.&lt;o:p&gt;&lt;/o:p&gt;</span></b></div><div style=""""><b><span>&nbsp;</span></b></div><div style=""""><b><span>I conclude that Unitarian Universalism is most definitely = <p>not a covenantal faith. But should we even want to be? Even modest = covenants of right relations have issues which are not adequately = addressed by the authors. They say that covenants must be mutual and = </p> <h1 id=""w_e2809cthat-covenants-are-the-grounding-practice-of-accountability-to"">E2=80=9Cthat covenants are the grounding practice of accountability to</h1> <p>one another=E2=80=9D (p 42). To me, this immediately raises a big red = flag: Exactly how do I hold you accountable to me and visa versa? Who = adjudicates the inevitable disputes, when I say that I=E2=80=99m fully = in covenant; but, you say I=E2=80=99ve violated the covenant, even after = we=E2=80=99ve talked about it, or do we just fight it out through verbal = </p> gymnastics or worse?&nbsp;&lt;o:p&gt;&lt;/o:p&gt;</span></b></div><div style=""""><b><span>&nbsp;</span></b></div><div style=""""><b><span>This book provides no answers to resolve the disputes = <p>arising from covenants. Clearly when you use a word as powerful as = </p> <h1 id=""w_e2809caccountablee2809d-what-is-needed-is-a-standard-process-that"">E2=80=9Caccountable=E2=80=9D, what is needed is a standard process that</h1> <p>is well-defined, fair, and just and conducted by a neutral and competent = third party. In fact the book does acknowledge that covenants may be = weaponized by certain parties, which is precisely when responsible and = effective adjudication is most needed. In the UUA this has become a = serious problem in certain congregations and an enormous problem in = </p> certain national UUA affairs.&nbsp;&lt;o:p&gt;&lt;/o:p&gt;</span></b></div><div style=""""><b><span>&nbsp;</span></b></div><div style=""""><b><span>The spectacular failure of the UUA to deal fairly and = <p>effectively with such abuses of covenants has led many of us to oppose = an expanded role for covenants, viewing them as simply too dangerous. = Some of the ministers surveyed reported that =E2=80=9Cbehavioral = covenants help resolve conflict and restore right relationship=E2=80=9D = (p 49), presumably in well-designed institutional settings. But these = close-knit settings may not scale well, especially when accusers have = mental issues or are motivated by ideological convictions. This is = precisely when legal systems based on human rights law are necessary =3D = </p> <h1 id=""w_e2809clegal-due-processe2809d-a-dire-need-in-the-uua-in-fact"">E2=80=9Clegal due process=E2=80=9D, a dire need in the UUA. In fact,</h1> <p>our traditional rejection of covenants of faith is a deep lesson from = past inquisitions, such as when Michael Servetus was burned at the = </p> stake.</span></b></div></div>&lt;/body&gt;&lt;/html&gt;= <p>--Apple-Mail=_975D29CF-34D2-494F-A939-E56B3B1D80A3-- From  Received: from 10.196.198.206 </p><pre>by <a href=""http://atlas106.sbc.mail.bf1.yahoo.com"" rel=""nofollow"">atlas106.sbc.mail.bf1.yahoo.com</a> pod-id NONE with HTTPS; Sun, 12 Feb 2023 17:37:50 +0000 </pre> <p>Return-Path: &lt;tmmosh13@aol.com&gt; X-Originating-Ip: [66.163.189.146] Received-SPF: pass (domain of <a href=""http://aol.com"" rel=""nofollow"">aol.com</a> designates 66.163.189.146 as permitted sender) Authentication-Results: <a href=""http://atlas106.sbc.mail.bf1.yahoo.com"" rel=""nofollow"">atlas106.sbc.mail.bf1.yahoo.com</a>; </p><pre>dkim=pass header.i=@aol.com header.s=a2048; spf=pass smtp.mailfrom=<a href=""http://aol.com"" rel=""nofollow"">aol.com</a>; dmarc=pass(p=REJECT) header.from=<a href=""http://aol.com"" rel=""nofollow"">aol.com</a>; </pre> <p>X-Apparently-To: frankcasper@att.net; Sun, 12 Feb 2023 17:37:50 +0000 X-YMailAVSC: dqeik0Q3bBvZf3An3J9a0_kVHQLtpX8v27pT6RtcGdS3VdB </p><pre>HAgiuWKOYuus1JrKs5H4OVLSnslh5NIrDEcqTAGZL85Ew6IUElcGSa33sNGM hmsx3CqZ3dwM.n7KObfcL0RSFoE9CAi7hLYFGi3urKRL.MHeQ23QIz7LpUwi D9xlsXuzHivalTbnKxgcg11RaTc0CbrRCmOrdbX.gyp78wPE_MdFgQyBnZaz tfoFHG2v4uX.9kKsaGFz.YyCuOO2DQm3dd3EXW_5BnBW5USdJy5UebBtKf1I xYpJ7IjQLVR7u8Aw25vCU133mUat2RIz </pre>",other;,thunderbird,other,en-US,1568644;,frankcasper
1406850,2023-03-02 00:45:16 -0800,2023-03-02 03:27:53 -0800,Using Thunderbird with my existing domain?,"<p>Hi Guys, How do I get my domain working with Thunderbird?  I see that Thunderbird works with Google G mail. I tried setting it up and struggled but I am sure I will get it eventually. How do I get my domain working with Thunderbird? My question is all the email programs like g mail, outlook. even my registrar have their own program that you can import or view your emails on their program. But Thunderbird is much better than most of these other email programs. I did my homework and its easy to see once you begin setting it up. I did find an option to purchase a domain from a <a href=""http://single.com"" rel=""nofollow"">single.com</a> company for about $18.00 and then they claimed you could use the domain you purchased for emails etc. I am sure you get to use it for a domain or maybe you need to pay another amount for that privilege. My other option is using Google Marketplace for $3.50 per month or there is another one word-press offer for $2.50 per month. I am sure I sounds like a stingy individual. I paid via a registrar for a word-press hosted site after 2 months I could no longer login these are resellers and the same with Google they tell me to go to the seller the seller tells me to go to the reseller. In other words I have paid for 3 years and only have 1 year or am on my first year. Our currency is worth 18 times less than it should be and we are charged in USD. I understand no one is interested in what I pay and I am not asking for donations. I am just trying to explain why giving Firefox $50.00 to use Thunderbird is too high for me at the moment. That is almost ZAR 1000.00 to give you an idea Google Workspace business basic cost ZAR 550.00 per year. A <a href=""http://dot.com"" rel=""nofollow"">dot.com</a> use to cost ZAR 8.00 Today taken into account the price in USD has increased to say average <a href=""http://dot.com"" rel=""nofollow"">dot.com</a> $12.99 to renew may be more but you understand. From ZAR 8.00 per year to ZAR 250.00 per year. Imagine your domains and I had over 1000 <a href=""http://dot.com"" rel=""nofollow"">dot.com</a> costing me around ZAR 10 000.00 over the year not that bad for a hobby. Imagine you paying around or less than $1000.00 per month and literally overnight $250000.00 Its all relative. But, my question is PLEASE someone let me know how to use my own domain with Thunderbird. I was going to use G mail as I am used to the layout so I could use my gmail email address and my domain emails using the g mail layout. But, its not necessary. I can use Thunderbird or whatever my primary concern is I have already purchased the domain for the site <a href=""http://dot.com"" rel=""nofollow"">dot.com</a>,<a href=""http://dot.org"" rel=""nofollow"">dot.org</a>, <a href=""http://dot.in"" rel=""nofollow"">dot.in</a>,<a href=""http://dot.net"" rel=""nofollow"">dot.net</a> etc etc. <a href=""http://dot.co.za"" rel=""nofollow"">dot.co.za</a> etc. At worst I thought maybe use another countries URL but that is a bit stupid. I cannot find any other way to add my own domain. I thought maybe with the DNS settings there may be a way to connect my domain/s to Thunderbird? Excuse my ignorance I have never set up email besides using Google and I cannot code. I know there must be a way otherwise asking for a donation plus charging almost $20.00 for a single domain as an affiliate seems a bit high even knowing the good work you guys do and most of you do not get compensated. That is what I was told and always thought until I begin to hear of $90 million donations from Google annually. I thought to myself I do not know them personally but imagine that Facebook guy giving $90M annually not now when he is worth a trillion that like asking me to donate 1cent every 10 years I am asking you to imagine when he had no money. When 90M was worth something. I was hoping you could explain how your company works? I understand a notforprofit is not the same as <a href=""http://nonprofit.In"" rel=""nofollow"">nonprofit.In</a> other words you a for profit but it is not your primary purpose of life. Then to have a for profit stuck in the middle that may get confusing. The last thing I was hoping I could promote Thunderbird. I am not interested in adding or changing code I understand trademarks and how they work. My primary reason and secondary or only reason is as mentioned I have seen some really good reviews I am no expert far from it but I am certain many users paying a lot of money for email programming are just the individuals who do not read programming blogs, and sites the places I had to look to find reviews and logs that even mentioned Thunderbird. Firefox, sure everyone knows I think even the retards like myself but the fact you create all this other open source programming that if used together could save thousands of entrepreneurs who have had some bad luck and I am sure you aware sometimes it takes a few years to get the idea especially when a country is charging rapidly and who would have guessed we would need a $4.5 million generator in a business in the city. Otherwise up to 9 hours work days of darkness. I am sure not all maybe not even 20% but a least 10% of those well know companies today went well over budget took longer than 1 year to get the idea right. You get my point. Thanks. </p>",customize;,thunderbird,settings,en-US,1568545;,xiemp.com
1406853,2023-03-02 01:24:35 -0800,2023-03-02 03:29:09 -0800,thunderbird threads not default,"<p>I cannot permanently get rid of threads.   The latest thunderbird makes that the default.   I would like all e-mails shown, by name or by date. The new find doesn't allow choice of   sender or recipient or topic  which was better.   I am getting so irritated that I am considering,  after many years of use,  of ditching Thunderbird for something else. </p>",customize;,thunderbird,settings,en-US,1568546;,anthony.berridge
1406854,2023-03-02 01:34:29 -0800,2023-03-02 02:47:35 -0800,emails box mozilla does not work,<p>emails box does not work </p>,other;,thunderbird,other,en-US,1568539;,kaniah
1406860,2023-03-02 02:00:48 -0800,2023-03-02 02:46:34 -0800,Email Migration,"<p>Hello, </p><p>Trying to migrate my email from ipage to Thunrderbird please. </p><p>I was able to login to email through Thunderbird but I am trying to fully get rid of ipage and all ties with it.  sthomson@phenomepool.com is the clients current email </p><p>Thank you, Amy </p>",download-and-install_1;,thunderbird,installation-and-updates,en-US,1568538;,daileebliss
1406861,2023-03-02 02:01:13 -0800,2023-03-02 02:44:05 -0800,Two Questions,"<p>I have 2 questions I need assistance with / answers to, if anyone knows. </p><p>- Why is there no option to 'Block sender' in the Spam options? I actually stopped using T-bird twice in the past upon finding that missing. Giving it another try; still not there. Very odd indeed. </p><p>- Also wondering if there's any way to remove of hide the abundance of folders? I can eliminate at least 7 of the ones shown in attached pic and this is only 1 email acct. When adding additional mail addresses, each one gets its own set of what you see, or more! I'm afraid it's just too much for me. I have mental challenges. </p><p>Thanks in advance! </p>",customize;,thunderbird,settings,en-US,1568536;,GeekyRedhead
1406863,2023-03-02 02:48:55 -0800,2023-03-02 20:11:15 -0800,Importing thunderbird to thunderbird,"<p>Dear Sirs, throughout the times I have copied Thunderbird working directory to a backup, forming backups named thun1995, thun1996,...,thun2022 to my disk (and backed up to external disk). Now when something strange happened and I lost a lot of Local Folders and messages from current (thun2023) working directory, I simply tried to read and include some of them from older backups. Which I simply can't do and can't either figure out what's needed even after reading endless number of discussions. I tried ImportExportTools NG, browsed to thu2021 and tried to get one of it's folder. No success. Also couldn't import plain messages from any folders. My profile has always been the same, so I can open any of the annual backups while changing it's name to Local Folders-&gt;settings-&gt;Local Directory, but what I would like to do, e.g. collect my old stuff to current Local Folder, seems to be too complicated for a veteran. Anyone knowing how to do such operation is most welcome to give a hint. </p>",other;,thunderbird,other,en-US,1568646;,timo.siltala
1406867,2023-03-02 03:31:51 -0800,2023-03-02 21:25:53 -0800,Error SMTP,"<p>Hace algunos meses comenzamos a tener un fallo al enviar y recibir mails. De un momento a otro, deja de recibir los mails, al mismo tiempo que al intentar enviar un mail, se queda procesando el sistema hasta que aparece un cartel con el siguiente mensaje de error:  <em>Falló el envío del mensaje. </em> El mensaje no se ha podido enviar porque ha fallado la conexión al servidor de salida (SMTP) mail.(nombre_de_mi_dominio).com.ar. El servidor puede no estar disponible o está rechazando conexiones SMTP. Verifique que los ajustes de su servidor de salida (SMTP) son correctos y vuelva a intentarlo.<em> </em> Adjunto imagen. Verificamos con nuestro proveedor de hosting, y los valores asignados de SMTP coinciden con la configuración de cuenta del Thunderbird, la cual nunca se cambió, la única forma que encontramos para corregir este error, al menos por un breve período de tiempo, es reiniciando el módem, pero al cabo de unos momentos, el fallo vuelve a suceder. No entiendo nada de esto, pero al hacer el reclamo con mi proveedor de servicios de internet, me indican que lo único que cambia al reiniciar el modem es la IP asignada, que el problema no esta en el módem, asique no se como puede estar asociado la ejecución del reinicio del modem con que permita nuevamente enviar y recibir mails. El equipo utilizamos Windows 11, no tenemos antivirus, solo el windows defeder del sistema.  Que debería corregir para evitar este problema. Gracias. </p>",fix-problems;needsinfo;,thunderbird,troubleshooting,es,1568658;,info8819
1406871,2023-03-02 04:08:02 -0800,2023-03-07 16:37:01 -0800,Email non deliverable errors,<p>I am getting random non deliverable email errors from recipients.  Over the course of days and weeks sometimes emails go through to people and sometimes I get the errors.  It is not consistent with the same people and randomly appears with different people with different mail servers.  Because of that it appears to me that the error is on my end.  I am attaching one of the error emails to this message.  I have more if needed.  Thanks for the help. </p>,other;,thunderbird,other,en-US,1568657;1568722;1569502;,am36
1406874,2023-03-02 05:02:19 -0800,2023-03-15 00:56:23 -0700,Thunderbird has stopped sending emails on our Server 2016.  NS_ERROR_FILE_TOO_BIG,"<p>Hi Thunderbird has stopped sending emails on our Server 2016. Fully updating it has not solved the problem. My question is, if I uninstall and reinstall Thunderbird on the server, will this require a Server restart? We are hoping to avoid a restart because of the extended restart time due to Windows updates. The server is serving a call monitoring centre and downtime is critical. </p><p>Regards John Gilfillan </p>",fix-problems;,thunderbird,troubleshooting,en-US,1568648;1569463;1569933;1570415;1570728;,john.gilfillan
1406877,2023-03-02 05:10:13 -0800,2023-03-02 05:10:53 -0800,Dočasné soubory z příloh vytvářejí složky,"<p>Dobrý den, </p><p>v posledních dnech se změnila funkcionalita Thunderbirdu a dočasné soubory ""příloh"" se místo do kořenové složky Temp ukládají soubory do dalších podsložek, viz. příloha. </p><p>nyní: C:\Users\marek\AppData\Local\Temp\pid-11836\zapis.pdf dříve: C:\Users\marek\AppData\Local\Temp\zapis.pdf </p><p>Zaznamenali jste tento problém? Víte, jak to vrátit zpět? </p><p>Řeším to proto, že se mi přílohy automaticky kopírovali do účetního programu, což nyní nelze jinak řešit. </p><p>Používám nejnovější verzi Thunderbirdu, poslední update proběhl v polovině února. Problémy se začaly projevovat až během posledních dnů. S updatem to tedy nebude asi souviset. </p><p>Předem děkuji. </p>",customize;,thunderbird,settings,cs,1568549;,marek40
