id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome
1429860,2023-11-03,migrare la mia posta scaricata su una chiavetta USB su thunderbird dovrei migrare la mia posta scaricata su una chiavetta USB su thunderbird come posso fare? gr,❓;,🛠;download-and-install,❓;,❓;,❓;
1429861,2023-11-03,"INOLTRO EMAIL Buongiorno, ho un problema con un cliente a cui abbiamo installato thunderbird (ultima versione), dove ci sono configurati 4 account.  Due di ques",❓;,👽;other,📮;gmail,❓;,❓;
1429862,2023-11-03,"THUNDERBIRD - příjem mailů, které jsou šifrovány S/MIME Od jedné státní instituce dostávám maily, které jsou z jejich strany šifrovány v S/MIME. Potřeboval bych",❓;,🔏;privacy-and-security,❓;,❓;,❓;
1429863,2023-11-03,desaparece impresora Hola. He instalado Thunderbird en un nuevo ordenador y la impresora aparece y desaparece a la hora de imprimir los mails. La única opción e,❓;,🔩;customize,❓;,❓;,❓;
1429864,2023-11-03,Since update Thunderbird has stopped showing me my new/unread emails first Before the latest update my emails would load and the viewing pane would go straight ,❓;,👽;other,❓;,❓;,❓;
1429865,2023-11-03,Timbro su mail Ho aggiornato il programma e mi è sparito il timbro a fondo pagina mail. Come posso reinserirlo? Grazie in anticipo a chi cortesemente mi potrà a,❓;,👽;other,❓;,❓;,❓;
1429867,2023-11-03,Email on a Samsung A21S Android mobile phone I have been using the Samsung email app on my phone for a few years. However I can now receive emails but cannot se,❓;,👽;other,🇾;snet,❓;,❓;
1429868,2023-11-03,Is it possible to set default thread display to collapsed/minimised state? Since I had to re-insstall Thunderbird  the default setting for all threads in my inb,❓;,🔩;customize,❓;,❓;,❓;
1429869,2023-11-03,"Event Time Offset Since updating to Supernova (115.4.1 64-bit Windows 10), we have encountered many issues with the schedule time of the calendar event invitati",🪟;Windows 10,📅;calendar,🇾;Yahoo,❓;,❓;
1429871,2023-11-03,emails Why am I not receiving emails ,❓;,👽;other,❓;,❓;,❓;
1429873,2023-11-03,http links in emails show grey Why do copied http links show grey when I compose new emails since upgrade to Thunderbird 115? How do I get them to show in black,❓;,👽;other,❓;,❓;,❓;
1429875,2023-11-03,No email - incoming or outgoing I have no email access (in or out). I (think) I have tried everything from the help section. I have the smtp outgoing failure me,🐧;Bsd,👽;other,❓;,🅰;AVg,❓;
1429878,2023-11-03,"Dlaczego nie mogę użyć ""odpowiedz wszystkim"". Thunderbird 115.4.1 (32 bity) Dlaczego nie mogę użyć ""odpowiedz wszystkim"". Thunderbird 115.4.1 (32 bity) ",❓;,🔩;customize,❓;,❓;,❓;
1429879,2023-11-03,"Subfolders without blu icon for new mail Hallo, I'm using TB 115.4.1 (32bit) and I'm still experiencing the problems I encountered when I upgraded to 115 from o",❓;,🔩;customize,❓;,❓;,❓;
1429881,2023-11-03,"The latest versions of Thunderbird look terrible. You are asking for donations for monstrosities that I no longer have any interest in. The latest version, Supe",❓;,🛠;download-and-install,❓;,❓;,❓;
1429882,2023-11-03,Unable to amually write email adresses in the To field. Get red error when i write email adresses manually in the To field. Only way to put in adresses is first,❓;,🚧;fix-problems,❓;,❓;,❓;
1429884,2023-11-03,Thunderbird email server timeout Since the latest version of Thunderbird came out I have been getting random error messages that the email server connection is ,🪟;Windows 7,🚧;fix-problems,🇾;bellsouth,❓;,❓;
1429885,2023-11-03,Thunderbird levelek letöltése Kedves Ügyintéző! Az egyik (kb. fél évvel ezelőtti) frissítés óta nem tölti le a leveleket az egyik gmail-es postafiókomból a kett,❓;,🚧;fix-problems,📮;gmail,❓;,❓;
1429886,2023-11-03,"Fail to send emails after update (even in offline mode, seems not network related) Hi, I updated Thunderbird this week and now seem to be unable to send e-mails",🪟;Windows 10,🚧;fix-problems,❓;,🇪;eset,❓;
1429887,2023-11-03,Layout Question on New Update I was wondering if it is possible to make the open folder of emails on the right and then the view of the emails on the right? I h,❓;,🔩;customize,❓;,❓;,❓;
1429890,2023-11-03,"Is there a way to organize accounts(Emails) into folder? I have many email accounts to manage, and recently I had to add two more email accounts for my parents,",🪟;Windows 7,👽;other,❓;,❓;,❓;
1429892,2023-11-03,"Downloaded pop email disappears now after I read it. This just started. I only read it, didn't delete. And then sometimes they come back. Why did my read but un",❓;,👽;other,❓;,❓;,❓;
1429893,2023-11-03,"Impossible to connect a Microsoft 365 account Hi, I use a old Thunderbird version (38) for Windows Serveur 2003 and I can't connect a Microsoft 365 account. He ",❓;,🚧;fix-problems,💌;Microsoft 365,❓;,❓;
1429894,2023-11-03,TB doesn't save email passwords I am running TB Version 115.4.1 (64-bit) on a Dell laptop on Windows 11 Home 22H2. All software is up-to-date. I have been using,🪟;Windows 11,🔏;privacy-and-security,❓;,❓;,❓;
1429895,2023-11-03,Need help with sending e-mails I can not send an e-mail. when I type in my message and try to send I receive a box on the screen that reads   sending message in,❓;,👽;other,❓;,🅰;avast,❓;
1429898,2023-11-03,"TB doesn't show pdf attachment With last version of TB installed (but it happened also with previous version...) in some email, coming probably from Apple Mail ",❓;,🚧;fix-problems,❓;,❓;,❓;
1429899,2023-11-03,"mail notifications blocking subject line and 1st line of email hi with the new thunderbird, the notifications for the email are blockign the subjet line and the",❓;,👽;other,❓;,❓;,❓;
1429900,2023-11-03,sent mail attachments Is there a way to delete attachments from sent mail automatically? I already have the attachments saved in my hard drive and don't need it,❓;,🔩;customize,❓;,❓;,❓;
1429902,2023-11-03,"Importing a ""new-ish"" profile Thanks, greatly, in advance, for developing and maintaining TBird.  I've been active with it since at least ver. 17, and that may ",🐧;linux,🛠;download-and-install,❓;,🇪;eset,❓;
1429904,2023-11-03,cannot log in as password unknown do not know password to log in ,❓;,👽;other,❓;,❓;,❓;
1429908,2023-11-03,"Missing Folders in Unified Folder View I have 4 email accounts, 2 of them are gmail and 2 are not.   However, in the Unified Folder View (see attached) some of ",❓;,👽;other,📮;gmail,❓;,❓;
1429910,2023-11-03,Missing email In my Thunderbird 115.4.1 I have moved one message from one folder to other one. Unfortunately this message dissapeared and I can not find it anyw,❓;,🚧;fix-problems,❓;,❓;,❓;
1429912,2023-11-03,My emails are not sending. I am recieving emails but am not able to reply or send emails.  See uploaded picture below. I have been using Thunderbird for years a,❓;,👽;other,❓;,❓;,❓;
1429915,2023-11-03,How to create Custom Tables in Thunderbird? Seeking tutorials on the rules necessary to create good looking tables in an email. such as: Can Cells be selected a,❓;,🔩;customize,❓;,❓;,❓;
1429916,2023-11-03,Opening multiple emails at once I recently updated to 115.4.1 and now any emails that are multiple responses shows up in my inbox with a > beside it.  When I tr,❓;,🔩;customize,❓;,❓;,❓;
1429917,2023-11-03,RSS Icon Not Changing When Favicon On Website Changes The title here is pretty self-explanatory. But I will also list things I have tried to resolve it: - Delet,❓;,👽;other,❓;,❓;,❓;
1429919,2023-11-03,Summary Box font is awful! The new bold font style in the summary box is really difficult for me to quickly read. How can I change it? ,❓;,👽;other,❓;,❓;,❓;
1429921,2023-11-03,"Automação de E-mails Olá, Gostaria de saber se dá para automatizar o envio de um e-mail para outra caixa de entrada a partir de uma palavra. Por exemplo: quero ",❓;,🔩;customize,❓;,❓;,❓;
1429926,2023-11-03,"SEnder's Domain or Senders' address display Add Sender's domain or Sender's address as a default column in the email list, or else as an option. The add-ons hav",❓;,👽;other,❓;,❓;,❓;
1429928,2023-11-03,Thunderbird has stopped working I have been using Thunderbird as my email client with gmail.  It has stopped sending and receiving emails.  I went File...New...,❓;,👽;other,📮;gmail,❓;,❓;
1429929,2023-11-03,"Local folders are empty of emails? I import my local folders from my NAS unit, My Documents/mail. The folder headings are all there, but there is no content whe",🪟;windows 10,🔩;customize,❓;,❓;,❓;
1429935,2023-11-03,Columns do not adapt to screen size (absolute instead of relative width settings) I was wondering why Thunderbird's columns do not adapt to screen size. When I ,❓;,🔩;customize,❓;,❓;,❓;
1429941,2023-11-03,Import/export problem to a new computer I have a 39 gig profile folder on a win7 computer and have copied it to a hard drive   Trying to import to a win11 compu,🪟;win11,🛠;download-and-install,❓;,❓;,❓;
